name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk_level,insurance_amount
DMBRH,49,M,Manager,Single,PhD,75000,Rural,BMW,13,2.5,7000,2,1,2,8,Medium,1150
JEQIW,48,M,Architect,Widowed,PhD,120000,Rural,Mercedes,7,4,6000,3,0,3,15,Medium,950
JRFTS,54,M,Architect,Single,PhD,45000,Suburban,Chevrolet,11,2,6000,3,4,1,1,Medium,1150
NZOEA,24,M,Architect,Widowed,PhD,30000,Urban,Nissan,14,2.5,6000,0,4,3,5,Medium,1050
NMXVR,42,M,Doctor,Married,Bachelor,145000,Urban,Ford,13,2.5,9000,3,0,1,28,Medium,950
ITTED,56,F,Teacher,Single,Master,130000,Urban,Chevrolet,11,1.5,16000,1,1,3,28,Medium,1150
LGHNJ,33,M,Artist,Divorced,Master,60000,Rural,Toyota,10,2,15000,0,0,2,35,Low,650
TDZIZ,38,F,Architect,Widowed,PhD,65000,Suburban,Tesla,12,3,5000,0,3,3,3,Medium,850
RSAMI,34,F,Teacher,Divorced,Master,100000,Rural,Mercedes,6,3,18000,2,2,0,34,Medium,1000
FMIIF,66,F,Lawyer,Married,Bachelor,135000,Suburban,Honda,12,4,9000,3,0,3,27,Medium,950
XGOHP,42,M,Manager,Single,Bachelor,50000,Rural,Ford,7,3.5,8000,2,4,0,22,Medium,1000
BYKYD,47,F,Doctor,Divorced,Master,65000,Rural,Audi,12,3,18000,2,3,1,3,High,1150
SUOKU,43,F,Student,Married,Master,95000,Rural,Honda,6,3.5,16000,2,1,0,36,Medium,1000
KXQGL,48,F,Artist,Single,,75000,Rural,Tesla,8,2.5,12000,0,3,0,26,Medium,700
LCLWZ,46,M,Student,Widowed,Bachelor,60000,Urban,Honda,11,3,13000,3,3,1,22,High,1150
IXPPZ,22,M,Manager,Single,,95000,Urban,BMW,6,2.5,9000,1,4,3,30,High,1350
TVRFN,42,F,Student,Widowed,PhD,45000,Suburban,BMW,8,1.5,12000,3,2,0,29,Medium,1000
LPLVZ,33,M,Lawyer,Single,PhD,135000,Urban,Ford,13,3.5,13000,0,0,3,31,Low,650
HXRHO,25,M,Doctor,Single,Bachelor,115000,Rural,Audi,14,2.5,14000,2,3,2,20,Medium,1150
RTFOB,28,F,Doctor,Widowed,PhD,125000,Rural,Audi,8,2.5,18000,2,1,3,37,Medium,1150
UKHNO,32,F,Architect,Single,,55000,Rural,Tesla,14,1.5,6000,2,0,2,19,Medium,950
PMUFQ,26,M,Student,Widowed,Bachelor,25000,Urban,Chevrolet,7,3,17000,0,1,2,29,Low,950
ZXUSQ,44,F,Manager,Married,,30000,Suburban,Ford,7,2.5,12000,2,1,2,6,Medium,1150
ANUML,61,F,Manager,Divorced,Bachelor,100000,Rural,BMW,11,1.5,17000,0,1,3,5,High,850
JWHMI,31,M,Teacher,Single,,115000,Suburban,Chevrolet,1,3,18000,0,3,1,37,Medium,850
OSZMH,24,M,Doctor,Divorced,Bachelor,110000,Urban,Tesla,13,2.5,14000,0,4,1,7,High,1050
FGWYR,31,F,Lawyer,Single,Master,65000,Suburban,BMW,12,3.5,11000,2,2,1,12,Medium,1150
KXISX,66,F,Architect,Widowed,PhD,145000,Rural,Mercedes,3,1.5,15000,3,3,3,34,Low,1150
XOSLT,53,M,Engineer,Single,Bachelor,140000,Suburban,Audi,11,2,9000,2,0,3,15,Medium,950
SGSQT,57,F,Engineer,Married,Master,55000,Suburban,Chevrolet,3,2.5,17000,1,1,3,14,Medium,1150
NFFFD,52,F,Doctor,Divorced,Master,105000,Suburban,Toyota,13,1.5,11000,0,3,0,6,Medium,700
QNAHU,49,M,Student,Divorced,Master,75000,Rural,Tesla,14,3.5,13000,3,3,3,30,Medium,1150
JTPRR,47,M,Doctor,Widowed,PhD,60000,Suburban,Nissan,12,3.5,14000,0,4,0,4,High,700
LWCJW,48,F,Manager,Divorced,,35000,Urban,Honda,8,4,12000,1,0,3,12,High,950
ZBGMB,51,M,Manager,Widowed,,40000,Suburban,Honda,14,3,15000,0,0,1,12,High,650
GBDYI,64,M,Engineer,Divorced,PhD,90000,Urban,Nissan,13,2,15000,0,1,1,32,Medium,850
YXMSC,60,M,Student,Single,PhD,80000,Urban,Tesla,6,3,13000,3,4,3,36,High,1150
BWJJZ,35,F,Doctor,Married,Master,45000,Rural,Nissan,8,3,18000,3,3,2,20,Medium,1150
KLUWT,25,M,Doctor,Divorced,PhD,75000,Rural,Nissan,12,4,11000,1,3,2,14,Medium,1150
BDZHO,69,F,Artist,Divorced,Master,125000,Suburban,Chevrolet,9,3,5000,1,1,3,4,Medium,1150
SPKTJ,45,M,Teacher,Married,Master,95000,Rural,Toyota,6,4,14000,3,3,1,5,Medium,1150
JVMZR,62,F,Lawyer,Divorced,PhD,85000,Rural,Chevrolet,3,1.5,5000,3,0,0,8,Medium,800
QFQJB,22,F,Doctor,Married,PhD,65000,Rural,Toyota,6,3.5,12000,1,3,2,27,Medium,1350
XMFVL,24,F,Doctor,Married,Master,85000,Urban,Chevrolet,8,3.5,7000,0,2,3,25,Low,1050
CRNNZ,69,M,Lawyer,Married,Master,25000,Rural,BMW,5,3,5000,3,4,2,11,Medium,1250
XNVFJ,66,F,Lawyer,Widowed,Master,55000,Suburban,Chevrolet,6,3.5,8000,1,2,2,19,Medium,1150
KABWX,65,M,Lawyer,Divorced,PhD,80000,Suburban,Mercedes,6,1.5,17000,1,2,0,19,Low,1000
SAHZS,35,F,Student,Divorced,PhD,125000,Rural,Honda,6,4,14000,2,4,0,36,Medium,1000
ZROYG,53,M,Engineer,Divorced,,130000,Rural,Mercedes,12,3,16000,0,1,1,11,High,850
YOZZL,41,F,Engineer,Widowed,,135000,Suburban,Audi,10,3.5,10000,0,4,1,16,Medium,850
YXEAU,24,F,Teacher,Married,PhD,30000,Urban,Ford,13,3.5,14000,3,2,2,3,High,1350
QGDEG,62,F,Student,Married,Master,25000,Rural,Toyota,7,1.5,13000,2,4,0,23,Medium,1100
AEGMT,60,F,Teacher,Widowed,Master,115000,Rural,Ford,9,2,7000,1,1,2,1,Medium,1150
WSOAU,28,M,Student,Widowed,Bachelor,55000,Suburban,Audi,4,1.5,14000,2,1,3,33,Low,1150
JTCPJ,56,M,Manager,Divorced,PhD,95000,Rural,Audi,5,1.5,9000,1,1,2,19,Low,1150
NMXAE,55,F,Manager,Single,Bachelor,55000,Rural,Honda,11,2.5,12000,0,1,2,7,Medium,850
KADGS,51,F,Retired,Single,Master,25000,Urban,Mercedes,12,1.5,18000,3,4,2,23,High,1250
KNXCZ,33,M,Student,Single,PhD,20000,Rural,Toyota,2,3.5,16000,3,0,3,7,Medium,1050
NTHDS,45,F,Manager,Married,Master,95000,Rural,Honda,12,4,18000,0,2,1,2,High,850
WSUON,64,F,Engineer,Divorced,Master,105000,Rural,Audi,5,3,13000,0,4,3,6,Medium,850
UWZKP,30,M,Doctor,Married,PhD,90000,Urban,Tesla,9,2.5,6000,1,0,3,18,Low,950
DHFIJ,49,M,Architect,Widowed,Master,140000,Urban,Chevrolet,1,3,14000,1,0,3,4,High,950
KQDUI,66,M,Manager,Single,Bachelor,55000,Urban,Audi,2,3.5,10000,0,0,1,1,Medium,650
AETUX,69,M,Lawyer,Divorced,Master,105000,Suburban,Audi,2,3.5,17000,2,0,3,15,Medium,950
OVQIA,57,F,Engineer,Married,Bachelor,25000,Urban,Mercedes,7,3,9000,1,2,2,14,Medium,1250
HRCXQ,25,F,Artist,Married,Master,35000,Rural,Toyota,1,2,15000,1,4,1,27,Low,1150
CAPPM,19,M,Retired,Married,PhD,45000,Urban,Honda,14,3.5,17000,0,1,0,39,High,900
DJNLJ,37,F,Retired,Single,PhD,70000,Rural,BMW,5,3.5,6000,2,2,2,5,Medium,1150
ZCTCY,35,F,Retired,Married,,25000,Suburban,Ford,12,3.5,6000,0,0,1,4,Medium,750
AVUQO,19,F,Retired,Single,,95000,Suburban,Audi,4,4,14000,1,1,1,7,Low,1350
CXLDT,41,M,Lawyer,Single,PhD,40000,Rural,Nissan,14,4,13000,1,4,3,18,Medium,1150
OHGOF,65,M,Doctor,Divorced,Bachelor,90000,Urban,Nissan,7,1.5,14000,2,3,2,19,High,1150
PEXGJ,28,M,Artist,Widowed,,100000,Rural,Mercedes,11,3.5,16000,2,4,0,39,Medium,1000
HQZKJ,50,F,Student,Married,,115000,Suburban,Toyota,2,4,11000,0,4,0,15,Medium,700
VIERT,66,F,Artist,Divorced,PhD,115000,Rural,BMW,10,4,19000,1,3,2,11,High,1150
LROIZ,34,M,Architect,Divorced,PhD,85000,Rural,Toyota,3,4,9000,2,1,0,33,Low,1000
VVDFR,25,F,Doctor,Widowed,,125000,Suburban,BMW,14,2.5,8000,0,4,0,6,Medium,700
LITIH,21,F,Engineer,Single,Bachelor,120000,Rural,Chevrolet,4,3,18000,2,4,2,37,Medium,1350
QIORZ,53,F,Architect,Divorced,,85000,Rural,Mercedes,11,2,9000,2,3,2,18,Medium,1150
SPJFR,40,M,Artist,Widowed,,95000,Urban,Nissan,9,2.5,6000,2,4,2,14,High,1150
ZMTFK,34,F,Architect,Widowed,Master,145000,Rural,Chevrolet,1,2.5,14000,1,2,2,17,Low,1150
PZFCK,31,M,Student,Single,PhD,125000,Urban,Chevrolet,14,2,15000,3,4,2,1,High,1150
KRBPD,45,F,Student,Married,PhD,140000,Rural,Ford,11,3,7000,2,0,0,35,Medium,800
GTOEO,42,M,Manager,Widowed,Master,25000,Suburban,Honda,12,1.5,7000,2,0,2,5,Medium,1050
QAQFI,32,F,Engineer,Widowed,Master,135000,Rural,Chevrolet,11,2,15000,2,2,3,15,Medium,1150
OYHKH,33,M,Student,Divorced,Master,85000,Rural,Chevrolet,5,3.5,5000,3,3,2,6,Medium,1150
EQTVV,66,F,Doctor,Widowed,,90000,Rural,Mercedes,1,3.5,17000,2,4,3,19,Medium,1150
PPNYF,38,F,Architect,Married,PhD,95000,Suburban,Ford,3,2.5,15000,2,2,3,13,Medium,1150
TMHFV,62,M,Manager,Married,PhD,120000,Rural,Ford,13,2.5,17000,3,0,2,18,Medium,950
DBOTL,47,M,Architect,Single,,25000,Urban,Nissan,4,4,8000,2,4,1,23,High,1250
OPXUY,57,F,Doctor,Married,Bachelor,125000,Suburban,BMW,13,2,13000,2,2,3,35,Medium,1150
AHJPD,45,M,Student,Single,PhD,20000,Rural,Toyota,7,3.5,9000,2,2,3,9,Medium,1250
QHFGF,22,M,Retired,Divorced,Bachelor,40000,Suburban,Tesla,12,3.5,17000,1,1,0,23,High,1200
YHTXL,36,M,Doctor,Divorced,PhD,100000,Urban,Honda,6,3.5,17000,1,2,1,5,High,1150
THRRH,48,M,Manager,Divorced,Bachelor,125000,Urban,Toyota,9,3.5,12000,3,4,0,37,Medium,1000
KQPMI,43,M,Student,Married,PhD,145000,Urban,Toyota,7,1.5,15000,1,1,2,28,Low,1150
QDSBQ,43,F,Lawyer,Divorced,,140000,Urban,Honda,10,2.5,9000,0,2,0,10,Low,700
IVORR,52,F,Student,Married,,35000,Rural,Chevrolet,7,2.5,12000,0,4,0,36,Medium,700
YYSBB,58,F,Manager,Married,,25000,Suburban,Mercedes,7,3.5,17000,1,2,0,14,High,1100
UPSDB,56,M,Artist,Widowed,,90000,Suburban,Ford,5,3,13000,2,2,3,26,Medium,1150
NVSUI,35,F,Architect,Married,,100000,Urban,Chevrolet,2,3.5,6000,2,1,2,11,Low,1150
EANWO,61,F,Artist,Divorced,PhD,35000,Rural,Honda,4,1.5,11000,3,2,2,28,Medium,1150
WBINA,20,M,Manager,Widowed,Bachelor,55000,Urban,Ford,1,4,8000,2,1,2,20,Low,1350
UDOUJ,39,M,Artist,Married,PhD,80000,Suburban,Nissan,6,2,15000,3,4,2,6,Medium,1150
QJUBW,23,F,Teacher,Married,PhD,25000,Urban,Honda,3,1.5,16000,3,1,1,25,Low,1450
KMBVK,48,F,Architect,Divorced,Master,75000,Rural,Mercedes,2,3.5,19000,0,2,1,20,Low,850
ZRFGW,48,M,Teacher,Single,PhD,100000,Urban,Chevrolet,5,1.5,9000,1,3,1,9,Low,1150
DOLPV,39,F,Engineer,Widowed,PhD,50000,Suburban,Honda,13,3.5,18000,0,1,0,2,High,700
VKJNF,21,F,Doctor,Widowed,PhD,30000,Suburban,Mercedes,5,2,17000,2,2,1,4,Medium,1350
UCAWX,63,F,Lawyer,Widowed,PhD,135000,Suburban,Tesla,1,3,8000,2,2,3,33,Medium,1150
WAUCG,25,M,Lawyer,Married,PhD,80000,Suburban,Tesla,4,4,19000,3,3,2,25,Medium,1150
BTMOA,30,M,Teacher,Widowed,Bachelor,25000,Urban,Mercedes,11,1.5,7000,3,0,2,21,Medium,1050
HAOQY,54,F,Student,Widowed,Master,125000,Suburban,Toyota,14,2.5,13000,1,4,3,7,High,1150
JRQKY,58,F,Retired,Single,Master,105000,Rural,BMW,11,4,13000,1,0,2,33,Medium,950
ETEYQ,22,M,Engineer,Married,,45000,Rural,BMW,2,1.5,13000,0,1,3,17,Low,1050
VFFLM,66,M,Doctor,Single,PhD,70000,Rural,Nissan,12,2,16000,2,4,3,31,Medium,1150
WQGSG,33,F,Teacher,Married,Bachelor,80000,Urban,Ford,4,2.5,10000,1,3,0,14,Low,1000
HPHXP,28,M,Lawyer,Widowed,,65000,Urban,Audi,11,2,16000,2,0,3,20,High,950
JBFNV,22,M,Retired,Divorced,,60000,Urban,Audi,13,4,10000,1,2,0,29,Medium,1200
YTHFT,66,F,Artist,Divorced,PhD,135000,Rural,Tesla,12,2.5,14000,3,4,1,31,Medium,1150
PTAXT,19,F,Artist,Single,Bachelor,35000,Rural,Tesla,3,3,14000,3,3,0,30,Medium,1200
WUCBC,45,M,Manager,Single,PhD,115000,Urban,BMW,12,2.5,17000,0,1,1,34,High,850
ZCJJY,58,F,Artist,Widowed,Bachelor,55000,Rural,Audi,11,1.5,16000,3,3,0,25,Medium,1000
WXQXC,54,F,Lawyer,Widowed,Bachelor,105000,Rural,Ford,12,3.5,7000,1,2,3,3,Medium,1150
RRAIG,22,F,Student,Single,Master,95000,Rural,BMW,5,3.5,6000,3,4,3,37,Medium,1350
GUYET,67,F,Student,Married,PhD,30000,Suburban,Toyota,13,1.5,9000,1,2,0,27,Medium,1000
WQPJX,56,M,Architect,Divorced,PhD,85000,Urban,Honda,14,2,15000,1,4,3,36,Medium,1150
DUDKE,33,M,Artist,Married,Master,90000,Rural,Ford,11,2,17000,1,0,2,6,Medium,950
JUXLQ,36,F,Doctor,Single,,70000,Suburban,Honda,2,3.5,19000,0,4,1,39,Medium,850
EMBJY,19,M,Artist,Single,Master,105000,Rural,Chevrolet,5,3,15000,0,0,3,25,Low,850
MIKWF,50,F,Engineer,Divorced,PhD,40000,Urban,Chevrolet,11,1.5,15000,1,0,0,4,High,800
ZLOZQ,27,F,Student,Widowed,PhD,140000,Rural,Chevrolet,12,2.5,9000,3,0,3,31,Medium,950
OPSAB,60,F,Lawyer,Widowed,Master,60000,Rural,Audi,2,3.5,13000,1,4,2,26,Medium,1150
FDXKZ,42,F,Architect,Divorced,Bachelor,70000,Urban,Audi,1,3.5,12000,3,0,0,34,Low,800
DLQJT,23,M,Doctor,Widowed,Master,110000,Rural,Audi,2,2.5,11000,1,0,2,34,Low,1150
KNOES,62,M,Student,Married,PhD,120000,Rural,Chevrolet,1,3,10000,0,1,2,5,Low,850
HMAAN,60,F,Manager,Single,Master,70000,Rural,Audi,12,2.5,16000,0,1,2,30,Medium,850
RXCUZ,60,M,Doctor,Widowed,,145000,Rural,Ford,7,4,16000,2,0,0,21,Medium,800
VTILD,64,F,Lawyer,Divorced,,95000,Suburban,Nissan,4,4,15000,0,4,3,20,Medium,850
LVXEI,28,F,Engineer,Single,Master,105000,Suburban,Ford,1,2,16000,1,3,2,11,Low,1150
VLEVL,37,F,Engineer,Married,,25000,Suburban,Tesla,8,2,18000,1,3,0,31,Medium,1100
AYTJE,69,F,Manager,Divorced,,90000,Urban,Toyota,12,2.5,9000,3,2,1,16,Medium,1150
HGLCO,58,M,Retired,Single,,55000,Rural,Nissan,3,2.5,7000,0,0,1,15,Low,650
RUEPC,61,M,Teacher,Married,,45000,Suburban,Nissan,6,2.5,11000,1,4,1,17,Medium,1150
AMSZF,63,M,Doctor,Single,Bachelor,100000,Urban,Tesla,14,3.5,19000,1,2,1,35,High,1150
GUINZ,20,M,Architect,Married,,20000,Urban,Audi,5,4,9000,1,2,3,38,High,1450
UHZXB,18,F,Retired,Married,,145000,Urban,Chevrolet,10,4,19000,0,3,0,12,High,900
OPTEZ,53,M,Manager,Divorced,Bachelor,100000,Rural,Chevrolet,14,2.5,7000,0,1,0,9,Medium,700
BRCQP,68,F,Artist,Divorced,PhD,55000,Rural,Nissan,11,1.5,10000,0,4,0,32,Medium,700
GTAHD,31,M,Student,Widowed,Master,125000,Suburban,BMW,5,2,12000,2,3,0,13,Low,1000
LATSL,36,F,Retired,Widowed,PhD,40000,Urban,Tesla,4,1.5,10000,0,4,3,19,High,850
VKUZK,44,M,Manager,Married,Bachelor,110000,Urban,Toyota,10,1.5,5000,2,1,2,2,High,1150
KCDAV,65,M,Architect,Married,PhD,130000,Suburban,Nissan,12,1.5,12000,1,1,1,38,Medium,1150
PCAOP,21,F,Student,Single,Bachelor,145000,Suburban,Mercedes,3,2,14000,2,3,1,14,Low,1350
ZNLQG,37,M,Retired,Married,PhD,40000,Urban,Chevrolet,14,4,12000,2,2,2,30,High,1150
UGZLP,46,F,Artist,Single,Bachelor,20000,Urban,Nissan,2,1.5,13000,1,0,3,35,Low,1050
AGXKW,63,F,Lawyer,Single,,45000,Urban,Nissan,6,1.5,14000,1,3,3,6,High,1150
CQAMY,26,M,Manager,Married,Master,90000,Suburban,Ford,14,3.5,13000,3,1,2,37,Medium,1150
BXFCN,61,M,Manager,Married,PhD,55000,Rural,Audi,2,2,8000,1,0,2,14,Medium,950
HYJGU,44,M,Retired,Widowed,,145000,Rural,Mercedes,6,2.5,15000,0,0,1,36,Low,650
PZGJZ,19,F,Teacher,Divorced,PhD,100000,Rural,BMW,9,4,11000,0,1,1,2,Low,1050
PTGRZ,30,M,Engineer,Divorced,,110000,Rural,Audi,10,3,6000,0,2,2,5,Low,850
AVUEE,38,M,Manager,Divorced,PhD,55000,Suburban,Nissan,4,3,18000,0,1,3,12,Low,850
ETRSR,18,M,Doctor,Widowed,Bachelor,90000,Rural,Tesla,5,2.5,16000,2,3,0,18,Medium,1200
TGNNF,33,F,Architect,Divorced,,120000,Rural,Audi,7,3,16000,2,1,2,8,Medium,1150
FVTYY,62,M,Manager,Widowed,,20000,Rural,Tesla,4,2.5,7000,2,2,0,37,Medium,1100
ZXLPB,50,F,Retired,Widowed,PhD,75000,Rural,Nissan,14,3.5,15000,2,4,3,29,High,1150
SRSUN,26,M,Artist,Widowed,Bachelor,40000,Rural,Honda,2,3,11000,3,2,2,2,Medium,1150
LGVTF,20,M,Teacher,Widowed,,20000,Urban,Chevrolet,4,2.5,19000,3,1,3,11,Medium,1450
GNUST,33,M,Architect,Single,,110000,Urban,Tesla,9,3.5,10000,2,2,0,34,Medium,1000
JVCIL,27,F,Doctor,Widowed,,65000,Urban,Nissan,12,1.5,10000,0,0,2,18,Low,650
YHVHE,33,F,Architect,Single,PhD,35000,Rural,Toyota,8,2.5,8000,3,1,2,37,Low,1150
XSWPV,40,M,Engineer,Married,Bachelor,45000,Urban,Toyota,11,1.5,9000,3,3,3,28,Medium,1150
ZAWBQ,30,F,Teacher,Divorced,Bachelor,65000,Rural,Tesla,4,2.5,14000,2,1,2,22,Low,1150
ESSMY,53,F,Artist,Single,Bachelor,45000,Urban,Audi,14,2,5000,3,0,2,25,High,950
KHCGX,41,M,Engineer,Widowed,Master,45000,Rural,BMW,5,1.5,7000,0,2,3,13,Low,850
EIIQH,27,M,Retired,Widowed,PhD,70000,Urban,Honda,7,4,13000,3,1,1,7,High,1150
QYHLC,36,M,Retired,Divorced,Bachelor,85000,Urban,Chevrolet,6,2.5,18000,2,3,0,8,High,1000
XTYWR,46,M,Artist,Married,,145000,Suburban,Audi,6,3,5000,0,2,1,5,Low,850
ASCRQ,29,M,Teacher,Divorced,PhD,145000,Rural,BMW,2,3.5,17000,1,3,2,27,Low,1150
XWVRN,56,M,Manager,Divorced,Master,130000,Urban,Audi,12,3,7000,1,4,1,38,Medium,1150
ZZCTB,67,F,Student,Married,Bachelor,50000,Suburban,Honda,3,1.5,7000,1,3,0,15,Low,1000
LFLWR,47,F,Engineer,Widowed,Bachelor,90000,Suburban,Toyota,1,3.5,15000,1,4,1,35,Medium,1150
JMMHI,27,F,Student,Divorced,PhD,90000,Suburban,Toyota,3,4,7000,0,3,3,16,Medium,850
UYLDA,30,F,Artist,Divorced,PhD,110000,Urban,Chevrolet,4,2.5,16000,0,0,3,12,High,650
KZUAR,37,F,Student,Widowed,Master,30000,Urban,Audi,14,3.5,11000,2,4,0,35,Medium,1000
FUZBK,20,F,Student,Married,PhD,90000,Rural,Toyota,2,3,11000,3,4,2,30,Medium,1350
PUPGI,23,F,Architect,Divorced,Master,55000,Rural,Honda,2,1.5,14000,0,0,3,15,Low,850
SKIDO,65,F,Architect,Divorced,,90000,Suburban,Nissan,10,2.5,19000,3,3,3,12,Medium,1150
RZXVE,46,F,Teacher,Single,PhD,85000,Urban,Tesla,14,2.5,17000,1,2,2,37,Medium,1150
DBLDZ,54,M,Retired,Divorced,Bachelor,100000,Urban,Mercedes,6,2,8000,3,0,0,22,Medium,800
BAVEU,41,M,Manager,Divorced,Bachelor,20000,Suburban,Toyota,4,3,14000,0,2,0,29,Medium,800
MDMBN,42,F,Artist,Married,Master,100000,Rural,Mercedes,5,2,7000,1,0,1,34,Low,950
JELGW,53,F,Engineer,Divorced,Master,65000,Urban,Ford,2,2.5,17000,3,4,0,5,High,1000
IXLIK,18,F,Engineer,Married,PhD,25000,Suburban,Toyota,13,2.5,16000,3,3,3,38,Medium,1450
FEZBH,41,M,Engineer,Divorced,,75000,Suburban,Nissan,14,4,10000,1,2,3,2,High,1150
WFUUV,61,F,Engineer,Single,Bachelor,85000,Urban,Toyota,2,2,19000,1,3,0,5,Medium,1000
MWACL,69,M,Teacher,Divorced,Bachelor,70000,Suburban,Tesla,9,2.5,13000,3,0,0,9,Medium,800
EXLWV,50,F,Architect,Widowed,Bachelor,105000,Urban,Toyota,6,1.5,13000,3,3,1,35,Low,1150
CCPAT,57,M,Manager,Widowed,Master,125000,Urban,Ford,1,2,5000,0,3,3,34,Low,850
OZEFZ,31,M,Teacher,Divorced,,45000,Rural,Honda,5,1.5,15000,0,3,3,30,Low,850
AKRFO,21,M,Engineer,Divorced,Bachelor,65000,Rural,Mercedes,12,4,18000,1,1,0,6,High,1200
JVIBF,20,M,Manager,Single,Master,75000,Rural,Nissan,2,1.5,17000,3,1,3,34,Low,1350
IAIFV,65,F,Engineer,Divorced,PhD,65000,Urban,Tesla,4,2,13000,3,2,0,7,Medium,1000
PLCKU,52,M,Retired,Single,Master,30000,Urban,Toyota,8,2,10000,3,0,3,13,High,950
OHENC,58,F,Doctor,Divorced,,85000,Suburban,BMW,2,3,5000,3,3,2,33,Medium,1150
XEXEX,40,M,Artist,Single,,115000,Rural,Tesla,5,4,6000,2,2,0,4,Medium,1000
GAHMF,62,F,Engineer,Divorced,Bachelor,20000,Suburban,Chevrolet,11,4,16000,2,3,2,15,High,1250
JWGHN,26,M,Lawyer,Married,PhD,20000,Rural,Mercedes,1,3,19000,0,1,1,31,Low,950
IJSAK,56,F,Artist,Married,Bachelor,140000,Rural,BMW,9,1.5,10000,0,1,0,9,Low,700
SFVYK,51,F,Artist,Divorced,PhD,120000,Rural,Audi,14,2,6000,1,1,0,8,Medium,1000
LLSXB,28,M,Lawyer,Divorced,PhD,85000,Rural,BMW,8,3,18000,0,2,3,4,High,850
OABZE,50,M,Artist,Widowed,PhD,90000,Rural,Audi,8,3,17000,2,1,1,29,Medium,1150
CEZKI,57,F,Manager,Married,,90000,Suburban,BMW,2,2.5,13000,0,0,2,16,Low,650
OLPLT,41,F,Retired,Married,PhD,90000,Suburban,Tesla,4,3,10000,3,4,1,17,Medium,1150
VEJNZ,22,F,Teacher,Divorced,Bachelor,30000,Suburban,Nissan,9,3,13000,0,1,2,25,Medium,1050
BVFUS,38,M,Engineer,Single,Bachelor,140000,Urban,Nissan,14,3,5000,0,1,1,14,High,850
XDDNM,29,M,Manager,Single,Master,120000,Rural,Honda,9,3.5,15000,1,2,0,4,Low,1000
UIJUB,45,F,Manager,Divorced,PhD,105000,Suburban,Ford,10,2,15000,3,2,3,26,Medium,1150
BMXEU,65,F,Doctor,Divorced,,55000,Rural,Honda,3,3.5,18000,3,2,2,2,Medium,1150
JIWHZ,60,M,Doctor,Divorced,Master,105000,Rural,Nissan,3,2,14000,0,2,2,23,Low,850
UYHSX,41,M,Architect,Single,Bachelor,25000,Rural,Chevrolet,9,3.5,17000,0,3,3,17,High,950
GNQXW,26,M,Artist,Divorced,,130000,Suburban,Honda,8,4,13000,2,1,0,33,Medium,1000
AJIIU,52,F,Teacher,Single,Master,80000,Suburban,Tesla,11,2.5,7000,3,2,0,12,Medium,1000
EDNQW,61,F,Engineer,Divorced,PhD,130000,Suburban,Chevrolet,5,3.5,6000,1,4,1,11,Medium,1150
HINEH,67,M,Student,Widowed,Master,50000,Rural,Toyota,13,3.5,10000,3,4,2,30,Medium,1150
PAUOP,25,F,Lawyer,Married,PhD,55000,Rural,Mercedes,8,1.5,18000,0,1,3,13,High,850
LMOVE,36,F,Manager,Divorced,Master,90000,Suburban,Nissan,13,2,6000,2,2,1,36,Medium,1150
SPVDF,34,M,Artist,Single,Master,120000,Suburban,Nissan,6,2.5,19000,2,0,3,16,Medium,950
JZNSH,59,M,Artist,Divorced,Master,70000,Urban,Nissan,4,3,13000,2,1,3,3,High,1150
QZVJH,55,F,Architect,Single,PhD,50000,Urban,Nissan,4,3,11000,3,3,2,5,High,1150
FHVUD,69,F,Student,Married,,25000,Urban,Honda,8,2.5,17000,3,3,2,31,High,1250
USWLK,57,M,Engineer,Widowed,,100000,Urban,Mercedes,14,3,14000,0,0,1,14,High,650
CFSDG,41,F,Architect,Widowed,Bachelor,105000,Urban,BMW,12,2.5,10000,0,2,2,14,High,850
LLAXL,61,M,Engineer,Divorced,PhD,135000,Urban,Tesla,8,3.5,10000,0,0,3,22,Medium,650
VQZAX,50,M,Retired,Single,PhD,140000,Suburban,BMW,2,2,17000,2,2,3,31,Low,1150
OTGSW,18,F,Retired,Married,Bachelor,20000,Urban,Mercedes,4,3,17000,2,3,1,25,High,1450
EFGXK,39,M,Student,Widowed,Master,90000,Rural,Nissan,13,3,13000,0,1,3,7,High,850
YLYKO,63,M,Lawyer,Single,PhD,130000,Urban,Mercedes,11,1.5,19000,2,2,3,20,High,1150
CDAAF,49,M,Teacher,Married,PhD,80000,Suburban,Ford,6,4,16000,3,4,2,36,Medium,1150
NCIXL,46,F,Retired,Widowed,Bachelor,95000,Urban,BMW,1,3.5,19000,0,2,2,39,Low,850
MNENL,61,F,Engineer,Widowed,PhD,70000,Urban,Audi,9,4,12000,0,4,3,3,High,850
GOCUR,60,F,Manager,Widowed,PhD,95000,Urban,BMW,10,3,12000,0,3,0,5,High,700
FXVVD,49,F,Artist,Single,Master,85000,Urban,Mercedes,7,2.5,5000,2,4,1,4,Medium,1150
WINEX,20,M,Lawyer,Single,PhD,85000,Urban,Tesla,9,1.5,6000,3,2,0,12,Medium,1200
XQURU,36,M,Student,Married,Bachelor,120000,Urban,Audi,4,1.5,7000,0,3,0,34,Low,700
PNGWQ,51,M,Artist,Married,Master,75000,Suburban,Nissan,8,4,7000,1,2,1,14,Medium,1150
