age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
43,M,Engineer,Divorced,Master,90000,Suburban,Tesla,4,2.5,11000,3,1,2,6,High
31,F,Doctor,Single,None,140000,Rural,Nissan,11,1.5,11000,3,4,2,8,High
67,F,Lawyer,Single,Bachelor,120000,Suburban,Ford,8,2.5,10000,0,0,2,3,High
50,F,Student,Widowed,Master,145000,Rural,Chevrolet,12,2.5,6000,3,0,1,6,High
55,M,Retired,Single,None,35000,Urban,Nissan,14,2.0,6000,0,2,1,1,High
51,F,Engineer,Married,PhD,105000,Rural,Audi,6,3.5,7000,1,3,2,23,High
22,M,Engineer,Widowed,Bachelor,125000,Urban,Mercedes,13,3.5,8000,1,2,1,4,High
44,F,Student,Widowed,PhD,80000,Urban,Chevrolet,14,2.0,10000,1,3,3,32,High
67,F,Engineer,Widowed,PhD,90000,Suburban,Mercedes,8,2.0,8000,0,0,0,27,Low
56,M,Artist,Widowed,Master,95000,Urban,Toyota,7,2.0,16000,1,4,2,1,High
47,M,Artist,Divorced,None,95000,Rural,Tesla,6,1.5,11000,0,0,1,15,Medium
30,F,Architect,Married,None,55000,Urban,Audi,12,3.0,7000,3,2,2,13,High
43,M,Teacher,Divorced,Bachelor,75000,Urban,BMW,12,4.0,15000,2,1,1,37,High
24,M,Teacher,Married,Bachelor,95000,Suburban,Toyota,1,3.5,19000,1,2,1,29,High
21,M,Architect,Widowed,Bachelor,20000,Rural,Mercedes,3,3.5,16000,0,0,2,31,High
19,M,Lawyer,Married,Master,20000,Rural,BMW,6,2.5,11000,2,0,1,9,Medium
18,M,Retired,Married,PhD,65000,Suburban,Chevrolet,2,3.5,6000,3,3,3,19,High
51,M,Lawyer,Single,None,140000,Urban,BMW,13,1.5,18000,2,0,0,26,High
53,M,Artist,Single,Master,75000,Rural,BMW,1,1.5,18000,3,0,2,24,High
68,F,Teacher,Single,PhD,80000,Urban,Audi,7,4.0,18000,0,0,3,4,High
18,M,Engineer,Married,None,105000,Suburban,Chevrolet,4,2.0,16000,3,0,2,31,High
61,F,Artist,Divorced,Master,75000,Suburban,Tesla,6,4.0,19000,3,1,2,30,High
57,F,Retired,Single,PhD,75000,Rural,Ford,12,2.5,10000,2,0,0,30,High
19,F,Engineer,Single,None,145000,Rural,Toyota,9,4.0,5000,2,1,2,38,High
63,M,Engineer,Married,None,120000,Rural,BMW,3,2.0,8000,1,1,2,32,High
39,M,Student,Single,None,145000,Rural,Chevrolet,6,3.5,7000,0,3,2,39,High
66,M,Teacher,Divorced,Master,95000,Urban,Nissan,7,2.0,7000,0,2,1,39,Medium
55,M,Artist,Divorced,Master,90000,Urban,Toyota,6,2.5,16000,3,4,1,22,High
68,F,Engineer,Married,None,20000,Urban,Mercedes,1,1.5,17000,0,4,0,6,High
64,M,Manager,Widowed,None,30000,Suburban,Mercedes,14,4.0,19000,1,2,0,31,High
69,M,Student,Divorced,PhD,120000,Suburban,Toyota,13,2.0,6000,1,1,2,18,High
54,M,Doctor,Single,Master,35000,Rural,Tesla,4,2.5,10000,3,2,0,24,Low
29,F,Teacher,Divorced,PhD,35000,Rural,Audi,4,1.5,6000,3,3,2,33,High
64,M,Teacher,Divorced,PhD,50000,Rural,Nissan,13,1.5,14000,2,3,2,8,High
69,F,Architect,Married,None,145000,Suburban,Ford,1,4.0,11000,2,1,2,37,High
26,F,Teacher,Single,Master,115000,Rural,Audi,8,1.5,19000,0,4,2,25,High
42,F,Engineer,Single,None,80000,Suburban,BMW,3,4.0,18000,1,3,0,10,High
42,M,Student,Widowed,Master,70000,Rural,Audi,6,2.0,12000,0,2,2,13,High
53,F,Doctor,Single,Bachelor,35000,Rural,Ford,7,2.5,13000,1,0,0,37,Medium
24,F,Student,Widowed,Master,40000,Suburban,Ford,12,3.5,19000,2,0,3,1,High
43,M,Teacher,Divorced,None,45000,Urban,Toyota,8,3.0,6000,2,0,3,13,High
44,F,Engineer,Divorced,Master,20000,Urban,Honda,2,1.5,15000,2,0,2,6,High
65,M,Doctor,Widowed,Bachelor,110000,Urban,BMW,4,2.0,16000,2,3,0,13,High
46,M,Doctor,Single,PhD,90000,Urban,Honda,7,3.0,19000,0,1,2,18,High
62,F,Architect,Divorced,PhD,50000,Rural,Audi,7,3.5,11000,2,1,2,39,High
34,M,Manager,Single,Bachelor,45000,Suburban,BMW,3,4.0,11000,0,2,2,22,High
67,M,Retired,Widowed,Master,80000,Urban,Mercedes,5,2.0,7000,3,3,1,24,High
24,F,Manager,Widowed,Bachelor,100000,Suburban,Mercedes,13,3.0,9000,3,2,0,35,High
55,F,Artist,Single,PhD,100000,Rural,Chevrolet,2,2.5,17000,3,3,2,37,High
20,M,Doctor,Divorced,Bachelor,140000,Urban,Nissan,13,1.5,6000,0,0,1,12,High
69,M,Lawyer,Widowed,PhD,110000,Urban,Nissan,10,4.0,15000,1,4,1,39,High
37,M,Artist,Widowed,None,20000,Urban,Chevrolet,9,2.0,6000,0,4,0,31,High
64,M,Doctor,Single,None,25000,Urban,Nissan,14,2.0,18000,1,4,0,5,High
37,M,Teacher,Widowed,Master,115000,Suburban,BMW,7,3.5,15000,0,4,1,36,High
46,M,Retired,Divorced,PhD,45000,Rural,Chevrolet,10,2.5,10000,0,0,0,36,Low
42,M,Architect,Widowed,Bachelor,75000,Urban,BMW,7,1.5,16000,1,1,2,38,High
21,F,Doctor,Single,None,40000,Rural,Honda,6,4.0,7000,1,2,2,36,High
51,F,Manager,Widowed,None,55000,Urban,Ford,6,3.5,7000,0,3,0,4,High
42,F,Teacher,Widowed,PhD,130000,Urban,Audi,8,2.0,7000,3,0,3,15,High
48,M,Artist,Widowed,Master,65000,Suburban,Toyota,3,1.5,5000,3,1,2,18,High
47,F,Retired,Single,PhD,120000,Suburban,Nissan,11,2.0,12000,3,4,2,30,High
30,M,Architect,Divorced,PhD,105000,Rural,BMW,1,1.5,5000,1,4,1,19,High
66,M,Engineer,Single,Master,130000,Urban,Chevrolet,9,3.5,17000,2,3,0,32,High
52,M,Architect,Married,PhD,85000,Rural,Honda,8,4.0,13000,1,0,0,1,Medium
66,M,Doctor,Single,PhD,65000,Suburban,Nissan,10,4.0,19000,1,0,1,18,High
69,M,Artist,Divorced,Master,135000,Rural,Toyota,4,3.0,5000,1,1,1,4,Medium
63,M,Engineer,Single,None,45000,Rural,Toyota,8,3.5,16000,3,1,0,28,High
41,M,Artist,Single,None,135000,Rural,Ford,5,3.0,10000,2,4,0,31,High
48,F,Engineer,Single,Master,100000,Suburban,Toyota,7,4.0,11000,0,0,3,32,High
36,M,Lawyer,Single,PhD,30000,Urban,BMW,2,2.5,16000,3,3,2,18,High
44,M,Teacher,Divorced,PhD,65000,Rural,Mercedes,11,2.0,19000,0,2,3,12,High
59,M,Artist,Married,PhD,85000,Rural,Nissan,10,3.5,13000,0,4,2,30,High
33,M,Doctor,Married,Master,30000,Urban,Mercedes,5,4.0,19000,1,0,3,27,High
59,M,Retired,Married,PhD,105000,Rural,Nissan,14,3.0,18000,0,2,1,22,High
63,M,Artist,Single,PhD,35000,Urban,Chevrolet,13,2.5,10000,2,0,3,35,High
61,F,Engineer,Married,Master,110000,Suburban,Honda,9,3.5,5000,3,2,2,14,High
51,M,Teacher,Single,None,80000,Suburban,Tesla,6,4.0,13000,3,2,0,22,Medium
40,M,Lawyer,Married,PhD,135000,Rural,BMW,2,4.0,13000,2,2,3,20,High
38,F,Engineer,Married,PhD,60000,Suburban,Mercedes,12,2.0,19000,2,3,3,22,High
57,M,Lawyer,Single,Bachelor,55000,Urban,Toyota,13,2.5,10000,1,3,0,36,High
37,M,Manager,Married,PhD,115000,Rural,Mercedes,13,2.5,19000,3,4,3,28,High
59,F,Doctor,Divorced,Bachelor,105000,Rural,Nissan,7,3.5,14000,2,1,3,33,High
31,F,Lawyer,Widowed,Bachelor,95000,Urban,Tesla,8,2.0,18000,3,0,1,9,High
47,M,Student,Single,Master,145000,Rural,Tesla,2,2.0,11000,2,2,0,20,Medium
69,M,Architect,Divorced,PhD,60000,Urban,Mercedes,10,3.5,17000,0,1,0,32,Medium
41,M,Student,Widowed,Master,95000,Suburban,Chevrolet,6,1.5,5000,0,1,1,20,Medium
55,F,Artist,Widowed,Master,145000,Rural,Mercedes,9,3.0,19000,3,4,2,1,High
62,M,Architect,Widowed,Bachelor,95000,Rural,Honda,7,4.0,11000,1,4,2,35,High
61,M,Student,Divorced,PhD,20000,Urban,Chevrolet,3,3.0,16000,2,0,1,26,High
37,F,Engineer,Widowed,Bachelor,90000,Suburban,Honda,1,3.5,14000,3,4,3,13,High
30,F,Architect,Divorced,Bachelor,125000,Rural,Honda,12,3.5,7000,0,2,2,34,High
66,M,Lawyer,Single,Master,100000,Suburban,BMW,2,1.5,8000,3,1,1,31,High
45,M,Student,Widowed,None,145000,Urban,Toyota,8,3.5,11000,3,4,3,5,High
62,F,Lawyer,Divorced,PhD,140000,Suburban,Mercedes,8,4.0,6000,0,4,0,25,High
32,M,Lawyer,Single,None,105000,Suburban,Audi,12,3.5,11000,2,1,0,25,High
28,F,Teacher,Divorced,Master,40000,Urban,Mercedes,7,3.5,13000,1,0,3,19,High
68,F,Artist,Divorced,Bachelor,135000,Urban,Audi,2,4.0,12000,0,2,2,15,High
27,F,Teacher,Married,Master,130000,Suburban,BMW,3,1.5,17000,1,1,1,2,Medium
64,F,Architect,Single,None,30000,Urban,Mercedes,7,4.0,11000,3,1,0,14,High
29,M,Retired,Widowed,Bachelor,135000,Rural,Ford,13,1.5,6000,0,2,2,20,High
63,M,Lawyer,Widowed,Master,65000,Suburban,Honda,8,2.0,13000,2,0,3,1,High
23,M,Doctor,Divorced,PhD,40000,Rural,Toyota,2,2.5,17000,2,2,0,29,Low
56,M,Retired,Married,Bachelor,35000,Rural,Audi,2,2.5,14000,3,1,3,9,High
50,F,Student,Single,PhD,70000,Rural,Tesla,12,1.5,9000,2,0,3,28,High
65,M,Engineer,Married,Bachelor,55000,Urban,BMW,10,3.0,5000,0,1,1,32,Medium
62,F,Retired,Married,Bachelor,95000,Rural,Chevrolet,3,2.0,13000,0,0,1,7,Medium
21,M,Doctor,Married,Master,20000,Suburban,Toyota,10,3.0,10000,2,0,1,34,Medium
43,F,Doctor,Widowed,Master,145000,Urban,BMW,7,3.5,17000,3,1,0,22,Medium
42,F,Retired,Single,Master,55000,Urban,Nissan,3,4.0,16000,0,3,3,23,High
22,M,Lawyer,Married,Master,120000,Suburban,Nissan,2,1.5,8000,0,2,0,31,Low
39,M,Lawyer,Single,Bachelor,20000,Rural,Mercedes,9,2.5,5000,1,2,2,25,High
27,F,Artist,Married,Bachelor,80000,Suburban,Ford,13,3.0,9000,3,2,2,39,High
42,F,Retired,Single,Master,50000,Rural,Toyota,1,3.5,8000,2,4,2,35,High
35,M,Architect,Single,None,125000,Rural,Honda,11,4.0,9000,2,2,0,12,Medium
26,M,Retired,Divorced,Master,75000,Urban,Tesla,12,2.5,16000,3,0,3,20,High
42,M,Engineer,Divorced,Bachelor,70000,Rural,Nissan,6,2.5,13000,1,2,1,11,Medium
45,M,Architect,Married,Bachelor,120000,Rural,Chevrolet,10,2.5,8000,3,1,3,24,High
43,F,Retired,Divorced,Bachelor,25000,Urban,Honda,4,2.0,7000,1,0,3,7,High
26,F,Lawyer,Widowed,Master,60000,Suburban,Chevrolet,4,3.0,7000,2,4,0,32,High
48,M,Teacher,Widowed,None,140000,Suburban,Audi,12,3.0,13000,0,2,1,30,High
32,M,Teacher,Widowed,PhD,55000,Urban,Nissan,10,3.5,9000,3,0,3,22,High
46,F,Student,Widowed,Bachelor,145000,Rural,Mercedes,4,3.5,5000,2,0,3,34,High
42,M,Manager,Widowed,Master,130000,Suburban,Honda,11,2.0,6000,1,1,2,18,High
20,M,Architect,Married,PhD,50000,Urban,Ford,7,4.0,13000,3,4,0,28,High
24,M,Doctor,Divorced,PhD,30000,Rural,Honda,13,3.5,17000,2,3,0,32,High
40,F,Retired,Single,PhD,75000,Urban,Nissan,6,3.0,13000,0,0,0,5,Medium
42,M,Lawyer,Widowed,None,35000,Rural,Nissan,8,3.0,17000,3,1,3,22,High
26,M,Doctor,Widowed,Bachelor,90000,Suburban,Ford,3,1.5,7000,1,2,2,14,High
37,M,Architect,Married,Bachelor,105000,Suburban,Audi,14,2.5,12000,0,0,0,18,High
49,F,Architect,Single,None,125000,Suburban,BMW,12,3.5,19000,0,3,3,2,High
50,M,Manager,Divorced,Master,70000,Rural,Tesla,1,3.0,8000,1,0,3,8,High
69,M,Engineer,Married,Bachelor,140000,Suburban,Toyota,5,2.0,19000,0,0,2,3,High
54,F,Doctor,Single,PhD,95000,Rural,Nissan,7,3.0,13000,2,3,1,25,High
32,M,Artist,Divorced,PhD,130000,Suburban,Ford,7,1.5,13000,2,3,3,17,High
49,M,Student,Widowed,PhD,85000,Urban,Ford,6,2.0,6000,2,1,2,11,High
39,F,Retired,Single,None,110000,Rural,BMW,2,4.0,19000,1,1,0,26,High
52,F,Doctor,Widowed,PhD,65000,Rural,Tesla,1,2.5,10000,3,1,2,35,High
28,M,Retired,Divorced,Bachelor,110000,Suburban,Ford,8,1.5,13000,2,1,2,7,High
33,M,Engineer,Divorced,Master,50000,Rural,Nissan,13,2.5,12000,0,1,1,33,High
23,M,Retired,Widowed,Master,145000,Urban,Honda,3,3.5,7000,2,1,1,39,Medium
41,M,Architect,Divorced,PhD,125000,Rural,BMW,7,4.0,12000,3,0,1,11,Medium
49,F,Doctor,Widowed,PhD,55000,Urban,Ford,2,1.5,11000,0,2,3,31,High
22,M,Manager,Single,Master,70000,Rural,Toyota,10,1.5,14000,2,4,3,11,High
36,F,Manager,Married,Master,100000,Suburban,Chevrolet,4,3.5,14000,2,1,0,17,Medium
22,M,Manager,Single,None,145000,Suburban,Audi,9,2.0,12000,3,4,3,33,High
19,M,Retired,Single,None,65000,Urban,Nissan,4,4.0,14000,1,4,3,34,High
56,M,Teacher,Single,Master,135000,Suburban,Nissan,6,3.5,6000,3,3,1,15,High
67,F,Teacher,Single,Master,120000,Urban,Mercedes,1,3.5,14000,0,3,1,15,High
68,F,Retired,Divorced,None,145000,Rural,Ford,1,2.5,7000,1,1,0,1,Low
42,F,Lawyer,Widowed,Master,105000,Rural,Toyota,12,1.5,11000,2,0,2,31,High
62,M,Engineer,Divorced,Master,90000,Rural,BMW,14,3.0,19000,0,0,0,22,High
29,M,Student,Widowed,Bachelor,40000,Suburban,Ford,11,2.0,12000,2,4,2,23,High
53,F,Artist,Divorced,PhD,35000,Rural,Nissan,7,1.5,16000,2,1,3,12,High
45,M,Lawyer,Married,None,115000,Suburban,Ford,11,2.0,8000,3,1,0,19,Low
65,M,Lawyer,Divorced,Master,45000,Urban,Audi,9,1.5,10000,2,0,1,23,High
26,M,Doctor,Widowed,PhD,35000,Urban,Tesla,12,4.0,18000,0,0,0,25,High
27,F,Retired,Married,Bachelor,140000,Rural,Toyota,6,2.0,16000,0,1,1,16,Medium
58,F,Doctor,Single,None,45000,Suburban,Tesla,9,3.0,10000,3,3,0,24,High
18,F,Retired,Widowed,Master,145000,Suburban,Tesla,2,3.0,14000,1,1,2,14,High
36,F,Doctor,Married,Master,20000,Rural,Mercedes,1,3.5,6000,2,2,1,3,Medium
55,M,Teacher,Single,Bachelor,35000,Rural,BMW,8,3.0,15000,3,3,3,36,High
68,F,Teacher,Divorced,Master,30000,Suburban,Toyota,3,3.5,5000,2,1,3,17,High
27,M,Teacher,Divorced,Bachelor,115000,Rural,Ford,9,3.5,11000,2,4,1,20,High
57,M,Manager,Married,Master,95000,Urban,Chevrolet,12,2.5,16000,2,3,0,24,High
42,F,Doctor,Divorced,Bachelor,140000,Rural,Toyota,11,2.0,13000,2,3,2,38,High
58,M,Artist,Single,None,65000,Rural,Toyota,4,2.0,17000,1,4,2,6,High
40,M,Engineer,Married,Master,20000,Suburban,Audi,13,3.0,18000,3,3,3,20,High
49,F,Doctor,Divorced,Bachelor,125000,Suburban,Chevrolet,6,2.0,15000,1,1,2,36,High
43,M,Teacher,Widowed,Master,50000,Rural,Mercedes,8,3.0,11000,1,1,3,8,High
38,F,Teacher,Married,PhD,85000,Rural,Honda,9,1.5,8000,1,1,3,19,High
48,M,Manager,Married,None,85000,Rural,BMW,8,4.0,18000,0,1,2,18,High
50,F,Teacher,Widowed,Bachelor,100000,Rural,Ford,3,2.0,8000,1,1,3,6,High
20,F,Retired,Widowed,PhD,45000,Suburban,Mercedes,12,3.5,7000,3,4,1,36,High
63,F,Teacher,Divorced,PhD,135000,Suburban,Chevrolet,4,2.0,10000,0,1,2,12,High
51,F,Artist,Widowed,Bachelor,70000,Rural,Mercedes,12,1.5,6000,2,4,1,5,High
18,M,Engineer,Married,Master,30000,Rural,BMW,1,4.0,14000,2,2,3,35,High
21,M,Lawyer,Married,Master,20000,Suburban,Honda,3,4.0,10000,0,2,1,38,Medium
60,M,Manager,Widowed,PhD,100000,Urban,Honda,6,1.5,11000,1,1,0,26,Low
57,M,Teacher,Widowed,Bachelor,60000,Suburban,Nissan,9,2.5,13000,0,1,0,34,Medium
69,M,Architect,Divorced,None,45000,Rural,Chevrolet,11,3.5,5000,2,3,1,22,High
49,F,Manager,Single,Bachelor,145000,Rural,Ford,7,4.0,8000,2,1,0,22,Medium
35,F,Teacher,Single,Master,120000,Urban,Honda,10,4.0,15000,2,1,2,34,High
22,F,Doctor,Single,Bachelor,90000,Suburban,Ford,12,1.5,14000,2,3,1,28,High
62,M,Student,Widowed,PhD,60000,Urban,Ford,11,2.0,11000,0,2,1,6,Medium
39,F,Student,Widowed,PhD,30000,Suburban,Chevrolet,4,3.5,17000,2,3,3,27,High
35,M,Retired,Divorced,None,105000,Rural,Tesla,7,3.5,17000,0,4,2,32,High
46,F,Manager,Widowed,Master,30000,Urban,Ford,13,4.0,6000,1,4,1,8,High
53,F,Manager,Divorced,Bachelor,140000,Urban,Toyota,9,1.5,19000,2,1,0,2,High
44,F,Artist,Widowed,Master,100000,Rural,Tesla,2,3.5,8000,3,2,2,14,High
44,F,Doctor,Single,Master,95000,Urban,Toyota,5,1.5,10000,1,2,0,36,Medium
61,M,Student,Widowed,None,60000,Rural,Nissan,11,1.5,15000,3,3,0,16,High
68,M,Student,Divorced,PhD,90000,Urban,Mercedes,1,2.0,16000,2,4,2,30,High
32,F,Teacher,Married,Master,65000,Rural,Ford,6,4.0,5000,0,1,1,28,Medium
22,F,Architect,Divorced,Bachelor,60000,Rural,Mercedes,7,1.5,7000,3,1,1,9,Medium
60,M,Manager,Widowed,Master,140000,Rural,Honda,5,3.5,12000,0,0,1,12,Medium
42,M,Manager,Widowed,Bachelor,25000,Suburban,Ford,10,1.5,18000,3,2,2,18,High
57,F,Engineer,Single,None,130000,Suburban,BMW,9,4.0,6000,3,0,3,10,High
45,F,Manager,Single,None,80000,Suburban,Tesla,1,2.5,14000,2,2,3,7,High
42,M,Artist,Widowed,None,90000,Urban,Ford,13,1.5,18000,0,2,0,23,High
57,F,Student,Single,PhD,75000,Rural,Tesla,4,3.0,14000,3,2,1,19,High
68,F,Lawyer,Divorced,Master,80000,Rural,Toyota,4,2.0,6000,1,3,1,31,High
58,F,Retired,Single,Bachelor,65000,Urban,BMW,10,3.0,10000,1,1,3,15,High
20,F,Student,Single,Master,30000,Rural,Honda,9,2.0,16000,1,1,0,37,Medium
43,M,Doctor,Divorced,Master,135000,Suburban,Toyota,10,4.0,5000,3,4,2,21,High
33,M,Engineer,Widowed,Master,40000,Urban,Ford,3,1.5,13000,0,3,3,16,High
59,F,Artist,Widowed,Master,90000,Rural,Audi,6,1.5,17000,0,4,0,32,High
26,M,Architect,Married,Master,55000,Rural,Tesla,11,4.0,11000,1,4,1,33,High
33,M,Doctor,Widowed,PhD,80000,Rural,BMW,12,3.0,10000,1,1,2,29,High
27,M,Retired,Divorced,None,140000,Rural,Nissan,4,2.0,10000,0,4,2,1,High
55,M,Engineer,Single,PhD,25000,Suburban,Chevrolet,12,2.0,14000,0,3,2,10,High
18,M,Engineer,Single,None,135000,Suburban,Audi,11,3.5,9000,2,4,0,9,High
47,F,Manager,Widowed,None,140000,Suburban,Tesla,13,2.0,6000,3,4,2,1,High
61,M,Lawyer,Married,Master,125000,Suburban,Honda,2,2.5,11000,0,0,1,3,Medium
37,M,Artist,Single,Bachelor,70000,Suburban,Tesla,1,2.0,17000,2,2,3,16,High
57,M,Manager,Widowed,None,100000,Suburban,Chevrolet,12,2.0,13000,0,3,1,2,High
18,M,Engineer,Single,PhD,115000,Urban,Honda,10,1.5,19000,1,1,3,31,High
39,F,Lawyer,Divorced,Bachelor,90000,Rural,Chevrolet,1,1.5,10000,3,2,2,26,High
49,F,Retired,Married,Master,20000,Urban,Tesla,10,2.0,11000,2,0,2,26,High
33,M,Lawyer,Married,None,120000,Rural,Honda,3,3.0,13000,2,3,2,6,High
41,M,Architect,Divorced,None,35000,Rural,Honda,2,1.5,18000,3,0,0,33,High
60,F,Doctor,Widowed,Bachelor,25000,Suburban,Honda,14,1.5,15000,2,2,2,2,High
39,M,Architect,Married,Master,125000,Rural,Ford,11,3.0,8000,3,3,1,7,High
43,F,Lawyer,Married,Bachelor,30000,Urban,Honda,13,2.0,13000,1,3,1,14,High
55,F,Manager,Single,PhD,135000,Suburban,Mercedes,10,2.0,12000,3,2,3,18,High
56,M,Manager,Single,PhD,100000,Suburban,Chevrolet,6,3.0,15000,3,3,1,31,High
49,M,Architect,Married,Master,35000,Rural,Ford,4,1.5,16000,3,2,0,4,Low
61,F,Manager,Divorced,PhD,130000,Rural,Audi,8,3.0,16000,3,4,0,27,High
18,M,Artist,Single,None,110000,Suburban,BMW,7,2.5,13000,3,2,3,37,High
54,M,Engineer,Widowed,None,85000,Rural,Nissan,10,2.5,17000,0,1,3,22,High
65,M,Doctor,Widowed,None,40000,Suburban,Honda,12,2.0,14000,0,2,3,5,High
68,F,Architect,Widowed,PhD,50000,Suburban,Ford,5,2.5,16000,2,3,1,29,High
22,F,Artist,Married,Master,125000,Suburban,Mercedes,8,1.5,18000,3,0,2,31,High
51,F,Student,Widowed,Bachelor,50000,Rural,Ford,12,3.0,19000,3,3,2,3,High
60,M,Doctor,Divorced,Master,90000,Urban,Chevrolet,7,3.5,19000,3,2,1,31,High
28,M,Manager,Divorced,Master,130000,Rural,Honda,1,2.5,7000,1,1,0,15,Low
58,F,Doctor,Widowed,None,110000,Rural,Honda,7,2.5,17000,1,2,1,10,Medium
47,M,Engineer,Widowed,Master,40000,Suburban,Ford,4,4.0,9000,0,3,3,17,High
60,F,Retired,Single,None,25000,Suburban,Audi,4,2.0,14000,3,2,0,24,High
18,F,Artist,Widowed,None,50000,Urban,Toyota,1,4.0,10000,2,3,1,3,High
42,F,Teacher,Widowed,Bachelor,115000,Urban,Chevrolet,14,2.5,13000,2,0,3,10,High
34,F,Retired,Married,Master,35000,Suburban,Audi,1,2.5,17000,2,4,3,3,High
44,F,Artist,Single,None,75000,Urban,Chevrolet,14,2.0,7000,0,0,3,21,High
64,F,Lawyer,Widowed,PhD,55000,Suburban,Tesla,10,4.0,8000,0,4,1,11,High
19,M,Retired,Divorced,Master,75000,Rural,BMW,4,2.0,16000,1,4,3,21,High
46,F,Architect,Married,None,50000,Suburban,Ford,10,2.5,17000,1,1,1,11,Medium
38,M,Engineer,Married,Master,40000,Rural,Chevrolet,6,3.0,14000,2,0,1,21,Medium
68,F,Teacher,Married,None,65000,Rural,Ford,5,1.5,15000,3,2,1,18,High
59,F,Doctor,Married,Master,30000,Rural,Audi,1,1.5,17000,3,1,3,5,High
53,M,Engineer,Married,Bachelor,55000,Rural,Mercedes,12,4.0,15000,0,0,2,30,High
24,F,Student,Widowed,PhD,25000,Urban,Toyota,10,1.5,12000,3,3,1,21,High
30,M,Retired,Divorced,Master,75000,Suburban,BMW,3,4.0,18000,3,3,2,7,High
32,F,Lawyer,Divorced,None,125000,Rural,Chevrolet,9,2.5,12000,3,3,0,2,High
35,F,Artist,Married,Master,145000,Suburban,Nissan,6,3.5,12000,1,1,1,36,Medium
25,M,Student,Widowed,Bachelor,55000,Suburban,Honda,6,3.5,13000,1,1,0,1,Medium
59,F,Teacher,Divorced,Bachelor,70000,Urban,Audi,5,2.0,12000,2,2,3,12,High
65,F,Teacher,Single,PhD,100000,Urban,Ford,12,3.0,18000,3,4,3,35,High
57,M,Student,Married,Bachelor,20000,Urban,BMW,13,4.0,13000,2,2,1,29,High
38,M,Manager,Divorced,Master,130000,Rural,Audi,12,2.0,19000,0,1,2,15,High
23,F,Lawyer,Divorced,PhD,100000,Rural,Mercedes,11,3.0,7000,0,0,1,20,Medium
68,M,Teacher,Single,PhD,65000,Rural,Ford,1,2.0,11000,1,1,1,23,Medium
65,F,Architect,Married,Master,50000,Urban,Honda,14,4.0,6000,1,3,3,7,High
33,M,Lawyer,Divorced,Bachelor,125000,Rural,Honda,14,2.5,5000,3,1,3,22,High
51,F,Manager,Married,None,35000,Suburban,Tesla,9,4.0,8000,3,2,3,38,High
61,F,Retired,Married,Master,30000,Rural,Tesla,4,2.0,17000,3,2,1,31,High
55,F,Lawyer,Widowed,Bachelor,55000,Rural,Audi,11,4.0,10000,2,4,1,1,High
29,F,Architect,Widowed,Master,20000,Suburban,Tesla,11,2.0,9000,0,2,1,16,Medium
28,F,Retired,Married,Bachelor,110000,Suburban,Audi,2,2.0,16000,1,1,3,14,High
64,M,Architect,Married,Bachelor,115000,Suburban,Chevrolet,8,4.0,13000,0,1,1,17,Medium
35,M,Teacher,Single,PhD,60000,Urban,Audi,13,2.5,8000,0,3,0,29,High
60,F,Artist,Divorced,PhD,30000,Urban,Chevrolet,14,2.5,9000,3,1,3,19,High
38,F,Manager,Single,Master,65000,Suburban,Ford,6,3.5,16000,2,3,2,13,High
37,F,Retired,Married,PhD,90000,Urban,Toyota,11,2.5,10000,2,4,2,17,High
37,F,Architect,Divorced,Bachelor,30000,Rural,BMW,10,2.5,12000,1,3,2,21,High
32,F,Student,Married,PhD,105000,Urban,Chevrolet,13,4.0,16000,3,4,0,24,High
69,F,Retired,Divorced,PhD,30000,Rural,Nissan,14,2.0,18000,0,0,3,5,High
32,F,Artist,Widowed,None,75000,Urban,Nissan,10,2.5,14000,3,3,0,23,High
61,F,Teacher,Single,PhD,50000,Rural,Ford,13,2.0,12000,3,1,2,6,High
39,M,Engineer,Widowed,Master,40000,Rural,Toyota,10,3.5,9000,0,2,1,18,Medium
61,F,Retired,Married,None,125000,Urban,Mercedes,10,3.0,15000,2,3,3,23,High
27,F,Architect,Married,None,90000,Urban,Chevrolet,1,1.5,16000,0,1,3,37,High
44,F,Engineer,Single,None,100000,Suburban,Toyota,4,1.5,11000,3,4,3,34,High
68,M,Architect,Divorced,None,70000,Urban,Nissan,8,1.5,14000,0,2,2,29,High
69,M,Student,Married,PhD,70000,Urban,Honda,1,4.0,11000,2,1,2,27,High
58,F,Doctor,Single,PhD,105000,Rural,Ford,10,3.0,5000,2,4,2,32,High
34,M,Student,Single,Master,135000,Suburban,Audi,6,2.5,7000,3,1,2,14,High
35,M,Student,Widowed,Bachelor,125000,Rural,Chevrolet,3,2.5,12000,0,1,1,13,Medium
56,M,Retired,Divorced,None,135000,Rural,Toyota,5,3.5,14000,1,4,3,20,High
22,F,Engineer,Divorced,None,110000,Urban,Nissan,1,1.5,18000,1,2,1,15,High
20,M,Architect,Divorced,PhD,125000,Urban,Honda,14,3.5,15000,1,4,2,9,High
19,F,Architect,Divorced,PhD,120000,Suburban,Audi,7,2.5,12000,0,1,1,10,Medium
58,M,Artist,Divorced,PhD,65000,Suburban,BMW,6,4.0,10000,3,2,1,5,High
