name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
HHSMQ,23,M,Engineer,Widowed,Bachelor,135000,Urban,Toyota,2,3.0,13000,3,4,0,24,High
FLHDB,48,F,Manager,Married,Bachelor,145000,Rural,Ford,3,1.5,16000,2,1,0,19,Low
NCJWL,30,F,Student,Widowed,None,20000,Rural,Tesla,14,1.5,17000,2,0,1,19,Low
RVGOF,48,F,Artist,Single,None,70000,Rural,BMW,11,2.0,16000,2,2,0,8,Low
ZEZZV,28,M,Retired,Married,PhD,90000,Rural,Tesla,7,3.0,6000,2,3,3,29,High
YMEKG,31,F,Architect,Widowed,Master,45000,Suburban,Honda,13,1.5,9000,3,4,3,6,Low
KLPPP,33,M,Manager,Married,PhD,50000,Urban,BMW,14,3.5,18000,3,3,1,25,High
FGCTC,40,M,Lawyer,Single,Bachelor,65000,Rural,Audi,5,1.5,15000,3,2,2,4,High
GPYOY,43,M,Artist,Married,None,45000,Rural,Ford,1,3.5,19000,2,2,1,9,Low
KJRGH,41,F,Artist,Divorced,Master,145000,Rural,Honda,10,2.0,18000,0,1,2,22,High
MVGPY,48,M,Architect,Divorced,PhD,35000,Urban,Chevrolet,14,2.5,15000,1,2,1,10,Medium
JJHRJ,38,F,Architect,Single,Bachelor,30000,Suburban,Ford,14,2.5,5000,0,1,2,13,High
UOJWI,41,M,Doctor,Married,Master,40000,Urban,Ford,10,3.5,19000,3,0,2,7,Medium
YIYDM,20,F,Manager,Widowed,Bachelor,70000,Urban,BMW,3,2.5,5000,0,3,2,35,Low
NKMOP,27,M,Manager,Widowed,Master,105000,Suburban,Chevrolet,2,2.5,9000,1,1,2,20,Low
AIFXI,30,F,Student,Widowed,None,90000,Rural,Honda,10,4.0,7000,0,0,3,31,Medium
OEHCA,23,M,Manager,Widowed,PhD,80000,Suburban,Nissan,2,3.0,12000,0,4,1,22,Medium
IKIXP,45,M,Architect,Widowed,None,25000,Suburban,Toyota,14,3.5,19000,0,2,1,15,Medium
JKUDV,65,M,Doctor,Single,Bachelor,140000,Rural,Mercedes,5,2.5,14000,0,3,2,24,High
ETKRI,33,M,Retired,Widowed,Bachelor,80000,Urban,Mercedes,9,3.0,18000,2,0,3,12,Medium
UKKAS,64,M,Lawyer,Divorced,PhD,35000,Suburban,Chevrolet,8,1.5,15000,0,4,0,8,Low
JODNN,36,M,Engineer,Married,Master,40000,Urban,Mercedes,2,3.5,11000,1,0,2,1,Low
ZDVHO,24,F,Manager,Married,PhD,40000,Urban,Toyota,10,1.5,13000,0,0,1,28,Medium
NKKWD,31,M,Architect,Widowed,Bachelor,65000,Rural,Audi,2,4.0,16000,1,0,1,11,High
KDFVJ,49,M,Artist,Widowed,None,125000,Urban,Chevrolet,2,4.0,5000,0,2,0,3,High
GWJER,50,F,Teacher,Divorced,PhD,130000,Rural,Tesla,13,3.0,5000,0,0,2,6,Medium
EFAQN,35,F,Doctor,Married,None,125000,Urban,Tesla,13,1.5,12000,2,4,3,21,High
RGFNE,51,F,Engineer,Single,None,110000,Urban,Toyota,12,3.0,5000,0,4,2,11,Low
MVAKN,38,F,Architect,Widowed,Bachelor,95000,Rural,Ford,1,3.0,14000,0,3,0,20,Medium
RWHUH,32,F,Lawyer,Divorced,PhD,50000,Urban,Honda,12,1.5,18000,0,0,2,1,Low
BXPQH,32,F,Artist,Single,Bachelor,85000,Rural,Audi,1,1.5,18000,3,1,1,35,Low
LKJGW,50,M,Engineer,Single,PhD,35000,Urban,Nissan,6,3.5,18000,0,1,1,33,Medium
SWWIG,51,M,Lawyer,Single,PhD,140000,Suburban,Nissan,14,2.5,17000,1,4,3,20,Low
NPTOB,39,F,Lawyer,Married,None,125000,Suburban,BMW,12,3.0,7000,1,0,3,36,Low
JMLLJ,38,M,Architect,Divorced,None,45000,Rural,Chevrolet,4,2.0,9000,0,2,2,16,High
KMMGH,51,F,Manager,Single,None,105000,Suburban,BMW,2,3.0,7000,2,2,2,3,High
UOTNV,23,F,Engineer,Single,None,110000,Suburban,Mercedes,6,2.5,15000,1,3,2,32,Medium
RQBVU,47,F,Student,Married,None,135000,Rural,Mercedes,7,2.5,12000,0,0,2,36,Low
RKHRL,24,M,Engineer,Widowed,None,125000,Urban,Mercedes,5,1.5,18000,3,1,0,21,Low
WUMCJ,24,M,Manager,Divorced,None,25000,Urban,Ford,9,3.5,9000,0,4,2,27,Low
RHIYT,46,F,Manager,Divorced,None,30000,Rural,Toyota,8,2.5,7000,2,1,0,6,Medium
VOKYQ,26,F,Engineer,Single,None,35000,Suburban,Ford,1,3.5,8000,3,2,3,25,Low
ZQPQC,56,M,Teacher,Widowed,Bachelor,135000,Urban,Tesla,6,1.5,9000,1,4,3,23,Medium
MQBOF,50,F,Engineer,Married,None,115000,Suburban,BMW,8,3.0,15000,2,0,1,7,Low
CIPJF,45,F,Student,Single,Master,65000,Rural,Honda,3,1.5,18000,3,0,1,17,High
ZSOXA,67,F,Artist,Single,Bachelor,35000,Urban,BMW,12,4.0,16000,1,3,2,9,High
KJNMD,59,M,Teacher,Married,Master,30000,Suburban,Tesla,5,2.5,15000,0,3,2,39,Medium
WSOQG,41,M,Lawyer,Single,Master,120000,Suburban,Toyota,2,4.0,15000,1,4,2,33,Medium
CWUVI,19,F,Manager,Married,Bachelor,65000,Suburban,Tesla,8,1.5,17000,3,2,3,39,High
DLWQJ,67,M,Teacher,Single,Master,130000,Urban,Tesla,2,1.5,11000,0,0,3,8,High
XRKBA,53,M,Artist,Divorced,Master,90000,Suburban,Tesla,6,3.0,8000,1,2,3,8,Medium
NPBMQ,47,F,Artist,Single,Bachelor,80000,Rural,Audi,13,2.0,8000,2,3,1,4,High
HTJDG,20,M,Teacher,Single,PhD,25000,Urban,Chevrolet,2,3.0,15000,0,2,2,30,Low
BLMAX,58,M,Doctor,Divorced,Bachelor,35000,Urban,Audi,9,4.0,5000,2,3,1,16,High
VSWJS,27,F,Student,Married,PhD,130000,Suburban,Honda,4,4.0,13000,3,3,2,14,Low
VDOYK,35,M,Architect,Single,Master,25000,Suburban,Chevrolet,5,3.5,11000,1,1,3,6,Medium
TZYWN,21,F,Architect,Married,None,95000,Rural,Nissan,14,4.0,10000,0,0,3,10,Low
TIUZC,29,F,Student,Married,Master,45000,Urban,Mercedes,3,2.5,12000,2,1,3,11,Medium
ODKUN,57,F,Teacher,Widowed,None,55000,Urban,Honda,6,3.5,14000,2,0,3,31,Medium
YXYAT,43,F,Engineer,Widowed,None,35000,Suburban,Chevrolet,14,3.0,11000,2,3,2,26,Medium
XYRXW,29,M,Doctor,Widowed,Master,140000,Suburban,Tesla,4,1.5,6000,1,2,3,25,Medium
GJBGR,20,F,Architect,Single,Master,35000,Urban,Nissan,4,3.0,5000,0,0,3,25,Low
GJCKM,69,F,Teacher,Divorced,Bachelor,95000,Rural,Honda,10,2.0,16000,1,3,3,20,Low
WYUDW,69,M,Student,Married,Master,70000,Urban,Chevrolet,4,4.0,15000,1,0,3,35,High
KZEIG,58,M,Lawyer,Single,Bachelor,70000,Rural,Toyota,1,2.5,11000,2,0,2,29,High
NFRXV,30,F,Doctor,Widowed,Bachelor,30000,Urban,Audi,13,3.5,16000,2,0,3,24,Medium
FALWX,59,F,Doctor,Married,Master,45000,Urban,BMW,1,2.5,15000,2,2,3,32,Medium
TEZOG,38,F,Lawyer,Widowed,PhD,85000,Rural,BMW,6,2.0,16000,0,3,3,20,High
VFPFP,18,F,Doctor,Divorced,Bachelor,130000,Urban,Mercedes,7,3.5,13000,3,3,0,22,High
ICKQP,67,M,Lawyer,Single,PhD,135000,Urban,Chevrolet,14,3.5,8000,0,3,2,24,Medium
UPTCM,45,M,Teacher,Widowed,Master,40000,Suburban,Ford,4,3.5,16000,3,0,3,28,Low
IWVDJ,54,M,Lawyer,Divorced,PhD,85000,Suburban,Honda,12,3.0,19000,0,2,3,16,Medium
NZLCP,33,M,Manager,Married,Master,85000,Urban,Nissan,8,2.5,15000,0,2,2,23,Medium
UHMTN,23,M,Lawyer,Divorced,PhD,20000,Urban,Audi,2,1.5,11000,2,3,3,26,High
FKCPB,19,M,Teacher,Widowed,Master,25000,Suburban,Mercedes,1,2.0,7000,1,4,0,28,High
VFROJ,43,F,Manager,Single,PhD,135000,Rural,Chevrolet,1,2.5,14000,1,1,0,5,Medium
VZCWA,30,F,Retired,Married,PhD,75000,Urban,BMW,4,4.0,18000,2,3,1,7,Medium
QJULL,19,F,Manager,Widowed,PhD,110000,Urban,Chevrolet,4,2.0,8000,2,3,3,26,High
AUXUI,62,F,Doctor,Divorced,Master,80000,Rural,Tesla,9,1.5,16000,1,1,1,8,High
TJCPX,53,F,Manager,Divorced,Bachelor,30000,Rural,Honda,11,4.0,18000,0,2,3,18,Low
DHYNO,51,M,Doctor,Single,Master,95000,Rural,Mercedes,8,3.0,16000,0,1,0,31,Medium
WSQSA,47,F,Doctor,Divorced,PhD,115000,Rural,Tesla,9,2.5,5000,2,4,0,39,Low
UFMDY,24,M,Architect,Divorced,Bachelor,85000,Rural,BMW,13,4.0,10000,0,4,3,8,Medium
STDMB,18,M,Engineer,Divorced,Master,30000,Urban,Nissan,11,1.5,17000,3,2,3,7,Medium
OUKHG,27,F,Doctor,Divorced,None,90000,Rural,Chevrolet,8,4.0,7000,1,1,2,2,Medium
NYMIO,61,F,Manager,Widowed,Bachelor,85000,Rural,Tesla,5,3.5,17000,1,0,0,34,Medium
NEVBX,42,M,Manager,Widowed,None,50000,Suburban,Nissan,6,2.5,13000,3,2,3,30,Medium
QVBWU,56,M,Engineer,Single,PhD,105000,Suburban,Tesla,11,3.5,5000,0,4,0,6,Low
FYKUM,44,M,Lawyer,Widowed,Master,140000,Rural,Tesla,7,3.0,7000,0,0,0,2,Medium
COVWS,31,F,Lawyer,Widowed,Master,120000,Urban,Ford,9,3.5,12000,2,4,3,36,Low
CWNCV,18,F,Manager,Widowed,PhD,80000,Rural,Mercedes,6,3.0,12000,0,4,1,9,Medium
MECCC,41,F,Student,Married,Master,55000,Suburban,Audi,14,2.5,5000,2,1,2,31,High
YDQWD,60,F,Retired,Divorced,None,20000,Rural,Nissan,8,2.5,13000,1,3,2,24,High
FDAKI,57,M,Lawyer,Single,Master,110000,Suburban,Mercedes,12,4.0,13000,0,4,2,17,Low
ORHFJ,51,F,Teacher,Married,None,105000,Urban,Honda,1,2.5,19000,2,0,0,21,High
BVKUJ,51,M,Lawyer,Widowed,Bachelor,25000,Rural,Tesla,2,4.0,7000,3,3,0,24,Medium
CQCVW,35,F,Teacher,Divorced,Bachelor,35000,Urban,Audi,11,4.0,6000,2,1,2,31,Low
UWJFL,41,F,Architect,Single,PhD,70000,Rural,Audi,11,2.5,15000,2,2,3,2,Medium
CXQKO,30,M,Teacher,Divorced,None,65000,Rural,Audi,3,4.0,14000,0,0,1,7,Low
XAEUY,66,M,Lawyer,Single,Bachelor,95000,Urban,Ford,5,3.0,18000,2,4,1,5,High
UHYPW,20,F,Artist,Married,Master,30000,Urban,Audi,11,2.0,5000,0,4,1,27,High
QHCVJ,37,F,Artist,Single,Bachelor,65000,Urban,Ford,5,4.0,11000,0,4,2,31,High
TLYOS,32,F,Doctor,Widowed,PhD,45000,Rural,Tesla,9,1.5,9000,3,0,3,14,Medium
NLMSD,65,M,Lawyer,Widowed,None,100000,Suburban,Audi,6,2.5,15000,1,3,0,3,Medium
FDSFL,57,F,Engineer,Single,Bachelor,115000,Suburban,Toyota,9,2.0,10000,0,4,0,6,Low
SENAG,64,M,Doctor,Divorced,None,70000,Rural,Ford,6,2.5,16000,3,4,2,25,Low
MRWPP,35,F,Manager,Widowed,PhD,115000,Rural,Chevrolet,6,4.0,17000,0,2,2,24,Low
GSOVJ,52,M,Doctor,Married,None,135000,Suburban,Ford,4,2.5,5000,0,2,3,7,High
SMCFZ,61,F,Artist,Divorced,Master,25000,Urban,Tesla,11,4.0,11000,2,0,2,35,High
INDKX,21,F,Teacher,Married,PhD,125000,Suburban,Tesla,1,3.5,19000,1,2,2,15,Medium
OMCQM,26,M,Engineer,Single,Bachelor,135000,Urban,Nissan,1,3.0,16000,2,2,3,8,Low
FVQWX,66,M,Retired,Married,Bachelor,120000,Suburban,Toyota,11,3.5,14000,0,3,0,17,High
FKZKJ,18,M,Retired,Married,Master,55000,Suburban,Chevrolet,6,2.5,16000,1,4,3,7,Low
FDBOB,30,M,Artist,Single,PhD,125000,Rural,BMW,7,4.0,10000,1,3,1,37,Medium
GRGPM,35,F,Doctor,Divorced,Bachelor,50000,Urban,Mercedes,13,2.5,19000,2,0,2,30,Low
FYLTQ,45,F,Doctor,Widowed,Master,100000,Rural,Toyota,12,3.5,8000,0,4,2,4,Medium
KJCXC,27,M,Engineer,Single,Bachelor,145000,Rural,Honda,8,3.0,8000,0,1,0,8,High
YLQAY,61,M,Lawyer,Widowed,None,95000,Urban,Tesla,11,4.0,10000,3,4,2,15,Medium
VQASG,39,M,Student,Married,None,90000,Suburban,Ford,12,2.0,6000,1,4,1,15,High
SDIUJ,36,M,Doctor,Divorced,Bachelor,75000,Urban,Toyota,2,3.0,16000,0,0,1,31,Medium
BNZQS,39,M,Retired,Single,Master,65000,Suburban,BMW,10,1.5,5000,1,1,3,11,Medium
VGFGH,26,F,Manager,Married,Bachelor,50000,Suburban,Ford,11,2.5,19000,1,3,1,18,Medium
EXQFD,20,F,Engineer,Married,None,115000,Rural,Toyota,14,3.5,5000,0,0,1,11,Low
ZZZRD,68,M,Teacher,Widowed,PhD,85000,Rural,Ford,6,4.0,14000,3,1,0,39,High
NUDMG,49,M,Manager,Single,Master,65000,Rural,Mercedes,11,2.5,16000,2,2,0,21,Low
QORAQ,59,M,Teacher,Divorced,None,65000,Urban,Mercedes,4,2.5,17000,0,2,1,38,High
BIFWE,69,F,Manager,Married,Master,130000,Urban,BMW,10,3.0,13000,2,2,3,29,Medium
DCKUI,35,F,Retired,Widowed,Bachelor,130000,Suburban,Nissan,8,2.5,6000,1,4,3,24,Low
APZBH,59,M,Manager,Widowed,Bachelor,100000,Rural,Audi,2,1.5,19000,0,0,3,8,High
MVIHN,63,F,Doctor,Married,Bachelor,60000,Rural,Chevrolet,4,4.0,6000,2,2,3,2,Low
TDXEN,65,F,Engineer,Married,PhD,120000,Urban,Chevrolet,14,3.5,12000,0,3,2,32,Medium
RYNUA,40,M,Manager,Widowed,PhD,20000,Rural,BMW,10,4.0,10000,2,1,0,28,Medium
TEXAV,43,M,Teacher,Divorced,None,100000,Urban,BMW,12,2.0,7000,3,2,2,29,Medium
UGRME,32,M,Architect,Married,Bachelor,55000,Suburban,Chevrolet,2,4.0,19000,2,4,1,28,Low
YQFUD,37,F,Artist,Married,Bachelor,125000,Suburban,Toyota,8,3.5,5000,2,1,0,17,Medium
KAGWR,68,M,Doctor,Widowed,None,145000,Rural,Audi,8,4.0,11000,1,3,2,14,High
ZFNWI,19,F,Retired,Single,None,115000,Urban,Honda,1,2.0,16000,3,2,2,4,Medium
LQHCY,57,M,Retired,Married,PhD,120000,Suburban,Honda,11,3.5,10000,3,3,2,8,High
ARMAN,41,F,Student,Single,Bachelor,45000,Urban,Toyota,9,1.5,17000,0,0,2,7,Low
BVOLX,56,F,Doctor,Widowed,Bachelor,130000,Urban,Chevrolet,7,1.5,19000,0,1,0,34,High
MLWPX,53,M,Lawyer,Widowed,Master,65000,Suburban,Honda,3,2.0,10000,3,2,1,22,Low
YYQKP,50,F,Retired,Married,Master,100000,Suburban,BMW,10,1.5,16000,0,1,3,33,Medium
KGFCJ,36,M,Doctor,Married,Master,130000,Urban,Toyota,9,2.5,5000,1,3,1,34,High
AARTB,60,F,Lawyer,Divorced,PhD,100000,Suburban,Toyota,6,4.0,19000,0,1,0,15,Medium
LRQXJ,41,M,Retired,Divorced,Master,80000,Urban,Chevrolet,4,2.5,13000,3,3,3,16,High
MLZOM,18,F,Lawyer,Single,Master,35000,Rural,Chevrolet,13,2.5,13000,0,3,3,33,Low
YEITC,27,F,Student,Divorced,Master,115000,Urban,Ford,11,2.5,8000,0,2,2,12,Low
RWJCI,22,M,Engineer,Single,None,70000,Rural,Audi,12,3.5,19000,2,3,2,30,Low
GIHJJ,69,M,Manager,Single,None,85000,Suburban,Honda,6,2.5,18000,3,1,2,19,High
SDTGK,38,M,Lawyer,Divorced,None,135000,Rural,Toyota,3,3.0,5000,0,2,3,36,Low
YSBSQ,60,F,Teacher,Widowed,Master,130000,Suburban,Chevrolet,6,2.0,13000,2,4,0,9,Medium
YWFBZ,62,F,Student,Widowed,None,70000,Rural,Audi,9,2.0,18000,1,1,0,31,Low
HLXVI,34,M,Lawyer,Divorced,PhD,55000,Urban,Toyota,5,2.5,6000,2,3,2,8,Low
QBQTA,23,F,Student,Widowed,Master,75000,Rural,BMW,3,1.5,16000,2,3,0,10,Medium
GSMYZ,55,M,Student,Divorced,Bachelor,50000,Suburban,Honda,11,4.0,17000,1,3,2,1,Medium
XOCHH,22,F,Teacher,Widowed,Master,120000,Suburban,Toyota,1,4.0,6000,2,0,3,18,Low
UENLZ,41,M,Lawyer,Divorced,Master,115000,Rural,Tesla,2,4.0,10000,0,3,3,32,High
VOYWL,37,F,Lawyer,Divorced,Master,40000,Suburban,BMW,14,4.0,16000,0,0,0,3,High
QEWGY,48,M,Teacher,Single,PhD,40000,Urban,Toyota,3,3.0,6000,3,4,1,12,Low
HSRKV,32,F,Engineer,Divorced,Bachelor,115000,Rural,Toyota,10,1.5,13000,2,1,3,4,Low
HJRLT,39,M,Architect,Widowed,None,105000,Suburban,Toyota,1,2.5,13000,3,2,0,24,Medium
AQOGN,24,M,Architect,Married,Master,130000,Urban,Chevrolet,7,4.0,7000,0,2,3,21,High
OYOEO,60,M,Teacher,Married,None,50000,Urban,Chevrolet,11,3.0,7000,1,4,1,29,Medium
USXCU,62,M,Doctor,Married,None,20000,Urban,Ford,6,3.0,8000,0,2,2,29,High
GNRVB,29,M,Manager,Married,None,135000,Urban,Toyota,11,3.5,5000,1,2,1,6,Medium
XRZTT,60,F,Retired,Widowed,Bachelor,135000,Rural,Chevrolet,10,3.5,10000,0,4,0,32,High
RBUGP,46,M,Manager,Widowed,None,115000,Suburban,Audi,3,3.5,15000,0,0,1,31,High
ZACWL,43,F,Teacher,Widowed,None,70000,Rural,Toyota,3,3.0,15000,3,2,1,20,High
OHBOY,37,M,Retired,Divorced,Bachelor,25000,Suburban,BMW,4,2.5,9000,2,1,0,23,High
KULUY,19,F,Teacher,Widowed,Master,135000,Urban,Chevrolet,2,3.0,14000,0,4,2,18,Medium
DCKIL,35,F,Lawyer,Married,Bachelor,90000,Urban,BMW,9,4.0,10000,3,0,2,8,Low
AOAMU,19,M,Doctor,Divorced,None,85000,Suburban,Tesla,3,1.5,16000,2,0,3,12,Medium
KZPBT,68,M,Doctor,Single,None,55000,Urban,Ford,1,1.5,14000,0,2,2,8,Medium
KWWRC,41,M,Engineer,Married,Master,125000,Urban,Tesla,9,2.0,12000,1,3,2,17,Low
VCLEJ,51,M,Artist,Widowed,None,130000,Rural,Toyota,11,3.5,18000,0,0,0,10,High
ISSSD,30,F,Manager,Widowed,None,130000,Rural,BMW,8,2.0,5000,1,0,0,37,Medium
KYQAT,64,M,Artist,Widowed,PhD,20000,Rural,BMW,7,2.5,14000,2,4,3,13,High
RQSLG,65,F,Engineer,Single,None,110000,Urban,Honda,7,4.0,7000,0,4,2,36,Low
SKYGO,51,M,Teacher,Married,None,35000,Urban,Chevrolet,10,4.0,6000,0,3,0,25,Low
XTLYC,52,M,Lawyer,Divorced,None,25000,Rural,Mercedes,13,1.5,11000,0,4,1,21,High
TDJAC,27,F,Engineer,Single,Master,65000,Suburban,Mercedes,14,3.0,12000,1,1,1,28,Medium
CNUKW,43,F,Teacher,Married,None,70000,Rural,Toyota,7,4.0,12000,3,4,3,8,High
GATOH,42,F,Lawyer,Married,Master,100000,Rural,BMW,4,3.0,15000,1,1,2,14,High
RVOEK,39,M,Artist,Single,Bachelor,75000,Suburban,Audi,12,3.5,12000,0,4,3,10,High
GKRIX,57,F,Manager,Divorced,PhD,20000,Rural,Tesla,11,1.5,11000,3,2,2,28,Medium
XDDYH,49,F,Teacher,Married,Master,145000,Rural,Chevrolet,13,4.0,12000,3,1,0,9,Low
NFXIE,34,M,Teacher,Divorced,None,125000,Rural,Toyota,11,2.5,13000,3,4,3,34,High
RCLBO,22,M,Manager,Divorced,PhD,120000,Urban,Chevrolet,11,3.5,18000,2,4,3,37,Medium
FKXFZ,58,F,Architect,Single,PhD,70000,Suburban,Chevrolet,13,3.0,13000,2,4,1,10,Medium
MWMOV,38,M,Retired,Single,PhD,85000,Urban,Chevrolet,5,2.0,10000,2,1,0,39,Low
XKUHH,60,M,Doctor,Single,Master,75000,Rural,Chevrolet,3,3.0,5000,1,2,2,21,Medium
QNKWQ,50,F,Manager,Widowed,Bachelor,140000,Rural,Toyota,13,4.0,17000,3,0,2,3,High
QZBJQ,49,F,Retired,Widowed,PhD,45000,Suburban,Nissan,13,2.0,7000,1,3,2,6,Low
GCQGE,38,M,Architect,Married,PhD,75000,Urban,Tesla,9,3.0,8000,2,3,1,9,High
RUKTC,33,F,Engineer,Married,None,75000,Suburban,Honda,9,4.0,7000,0,0,1,9,Medium
SOAMB,61,M,Architect,Divorced,PhD,120000,Rural,Honda,8,1.5,12000,1,0,3,25,Low
AISDJ,30,M,Lawyer,Single,PhD,35000,Rural,Tesla,5,1.5,7000,0,1,2,13,High
DUQPJ,61,M,Artist,Widowed,Bachelor,145000,Rural,Chevrolet,4,3.0,19000,2,4,1,12,Low
EFSWA,61,F,Architect,Widowed,None,45000,Rural,Ford,4,2.5,5000,3,3,2,24,Low
QHZAN,65,F,Doctor,Divorced,PhD,75000,Rural,Honda,5,2.5,5000,0,0,3,19,High
WTHNW,37,F,Manager,Divorced,Master,55000,Suburban,BMW,8,3.0,13000,3,1,1,17,High
WRQTS,52,M,Artist,Widowed,Master,110000,Rural,Audi,9,2.5,16000,0,2,3,24,High
FBBQU,42,F,Architect,Married,PhD,60000,Urban,Honda,14,3.5,15000,0,0,3,39,Medium
CORIO,48,F,Teacher,Divorced,None,95000,Urban,BMW,14,1.5,12000,0,3,0,27,Medium
LZHHD,60,M,Doctor,Married,Bachelor,100000,Suburban,Mercedes,3,1.5,5000,2,3,0,35,High
XOSAW,50,M,Architect,Single,Master,20000,Urban,Toyota,10,3.5,17000,2,1,3,21,Low
HEPEG,36,M,Student,Divorced,None,115000,Suburban,Chevrolet,14,2.5,5000,2,0,0,22,Medium
WSHSZ,33,M,Lawyer,Married,Bachelor,90000,Rural,Nissan,10,3.5,11000,2,1,1,18,Low
WBUCL,47,F,Manager,Single,PhD,125000,Urban,Toyota,2,1.5,15000,1,3,2,27,Low
GLWHG,54,M,Doctor,Married,PhD,40000,Urban,Tesla,8,3.5,9000,2,4,1,17,Medium
VQFTC,56,M,Lawyer,Married,Master,45000,Rural,Audi,14,2.5,6000,0,3,3,25,High
SSQAL,26,M,Architect,Divorced,PhD,45000,Suburban,Toyota,11,4.0,13000,1,1,3,4,Medium
XUVIG,57,M,Artist,Single,Master,45000,Urban,Chevrolet,2,3.0,13000,2,4,2,19,Low
PVRYA,42,M,Manager,Widowed,None,145000,Suburban,Audi,2,2.5,15000,0,4,0,34,High
VJVZA,25,M,Lawyer,Single,Bachelor,30000,Suburban,Mercedes,12,2.0,18000,2,1,2,13,Low
LCDLA,61,F,Retired,Divorced,Master,145000,Urban,Toyota,1,2.5,12000,3,1,0,36,High
LESES,68,M,Doctor,Divorced,Bachelor,65000,Urban,Honda,8,3.5,18000,2,4,1,5,High
BQBQY,67,F,Doctor,Widowed,Master,80000,Rural,Chevrolet,10,3.0,5000,2,3,0,31,Low
WRVBU,42,F,Architect,Married,PhD,50000,Rural,Tesla,11,1.5,6000,3,1,1,20,Low
QLXMA,63,M,Architect,Married,PhD,80000,Urban,Honda,1,2.0,19000,0,3,0,27,Medium
XFPZB,43,M,Engineer,Single,Master,125000,Rural,BMW,12,2.5,14000,1,2,0,20,High
PQHCT,48,F,Engineer,Single,Bachelor,110000,Urban,Nissan,12,3.0,17000,1,1,3,37,Medium
RUDST,60,F,Doctor,Widowed,Master,25000,Urban,Toyota,5,2.0,5000,1,1,1,38,Medium
CJCSP,39,F,Doctor,Single,Master,130000,Urban,Honda,7,2.0,16000,0,1,3,25,Medium
VNXNX,47,M,Artist,Single,None,55000,Rural,Nissan,11,3.5,11000,0,0,0,4,Medium
JQKVS,32,M,Engineer,Widowed,None,90000,Urban,Toyota,5,2.5,6000,1,3,0,37,High
LKKXE,55,F,Artist,Widowed,PhD,65000,Rural,Toyota,6,1.5,16000,3,3,2,29,Low
MGVZE,21,M,Student,Widowed,Bachelor,40000,Rural,BMW,12,2.0,18000,1,3,1,1,Low
ZJLSI,18,M,Doctor,Single,None,35000,Urban,Audi,14,3.0,16000,0,4,2,18,High
VUQQU,48,M,Artist,Divorced,Master,40000,Urban,Tesla,14,4.0,17000,0,2,2,6,Low
SLLQV,36,F,Retired,Married,PhD,35000,Urban,Nissan,1,1.5,19000,0,1,3,26,Low
GADQM,68,F,Student,Widowed,PhD,25000,Rural,Toyota,9,1.5,9000,3,0,0,20,High
MBNIQ,51,F,Architect,Widowed,Bachelor,55000,Rural,Audi,1,2.5,16000,0,1,3,36,Low
PMTHS,61,M,Student,Divorced,PhD,80000,Urban,Tesla,2,2.5,11000,2,2,3,4,Low
MKLHF,57,F,Artist,Single,None,20000,Suburban,Audi,13,2.0,8000,0,2,3,19,Medium
WEIRF,44,F,Manager,Married,Bachelor,75000,Rural,BMW,4,2.5,18000,2,2,0,11,Medium
NJMVS,37,M,Engineer,Divorced,Master,125000,Rural,Chevrolet,11,3.5,17000,1,4,3,32,Low
LYVFF,31,M,Lawyer,Divorced,Master,65000,Rural,Mercedes,4,2.0,13000,2,4,2,17,High
FYTGM,34,M,Manager,Widowed,None,65000,Suburban,Honda,5,2.0,11000,2,2,0,25,Low
PYSQI,45,F,Student,Divorced,None,125000,Rural,Honda,4,2.5,19000,1,0,1,20,Medium
AGTHJ,68,F,Doctor,Married,PhD,140000,Rural,Audi,9,2.5,17000,2,1,2,24,High
UGSIE,19,M,Lawyer,Single,Master,55000,Urban,Toyota,7,1.5,11000,3,1,3,36,Medium
EYMTA,19,M,Teacher,Single,Master,125000,Urban,BMW,14,1.5,15000,3,0,0,37,Medium
BXEHQ,55,M,Retired,Single,None,135000,Rural,Toyota,10,1.5,11000,1,2,3,25,Low
KHYVW,64,M,Student,Single,None,20000,Rural,Honda,3,3.5,7000,1,3,2,6,High
PDJJQ,68,F,Architect,Widowed,Bachelor,20000,Rural,Nissan,7,1.5,11000,1,3,0,22,Medium
WGQOZ,21,F,Student,Widowed,Bachelor,25000,Rural,Tesla,5,4.0,11000,3,2,3,5,Low
CJNZU,34,F,Retired,Widowed,PhD,45000,Rural,Chevrolet,3,2.0,7000,2,4,0,32,Low
WLQCM,49,M,Artist,Widowed,Master,80000,Suburban,Honda,7,4.0,19000,1,0,3,24,Medium
GOZJY,68,M,Retired,Married,PhD,110000,Urban,Toyota,7,3.0,14000,2,2,3,10,High
CJHVI,43,F,Lawyer,Divorced,PhD,135000,Suburban,Audi,2,3.5,13000,0,3,2,8,High
FZJYX,30,M,Architect,Widowed,None,100000,Urban,Honda,14,3.0,13000,0,2,0,11,High
FZDDJ,27,M,Lawyer,Divorced,Bachelor,30000,Suburban,Honda,12,2.5,9000,2,4,3,31,Medium
AOQEE,50,F,Teacher,Widowed,PhD,20000,Urban,Ford,4,2.5,6000,0,1,1,26,Medium
KKUXB,26,M,Architect,Divorced,PhD,70000,Urban,Toyota,10,3.0,15000,3,1,1,26,Low
