name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration
SGSQT,57,F,Engineer,Married,Master,55000,Suburban,Chevrolet,3,2.5,17000,1,1,3,14
NFFFD,52,F,Doctor,Divorced,Master,105000,Suburban,Toyota,13,1.5,11000,0,3,0,6
QNAHU,49,M,Student,Divorced,Master,75000,Rural,Tesla,14,3.5,13000,3,3,3,30
JTPRR,47,M,Doctor,Widowed,PhD,60000,Suburban,Nissan,12,3.5,14000,0,4,0,4
LWCJW,48,F,Manager,Divorced,None,35000,Urban,Honda,8,4,12000,1,0,3,12
ZBGMB,51,M,Manager,Widowed,None,40000,Suburban,Honda,14,3,15000,0,0,1,12
GBDYI,64,M,Engineer,Divorced,PhD,90000,Urban,Nissan,13,2,15000,0,1,1,32
YXMSC,60,M,Student,Single,PhD,80000,Urban,Tesla,6,3,13000,3,4,3,36
BWJJZ,35,F,Doctor,Married,Master,45000,Rural,Nissan,8,3,18000,3,3,2,20
KLUWT,25,M,Doctor,Divorced,PhD,75000,Rural,Nissan,12,4,11000,1,3,2,14
BDZHO,69,F,Artist,Divorced,Master,125000,Suburban,Chevrolet,9,3,5000,1,1,3,4
SPKTJ,45,M,Teacher,Married,Master,95000,Rural,Toyota,6,4,14000,3,3,1,5
JVMZR,62,F,Lawyer,Divorced,PhD,85000,Rural,Chevrolet,3,1.5,5000,3,0,0,8
QFQJB,22,F,Doctor,Married,PhD,65000,Rural,Toyota,6,3.5,12000,1,3,2,27
XMFVL,24,F,Doctor,Married,Master,85000,Urban,Chevrolet,8,3.5,7000,0,2,3,25
CRNNZ,69,M,Lawyer,Married,Master,25000,Rural,BMW,5,3,5000,3,4,2,11
XNVFJ,66,F,Lawyer,Widowed,Master,55000,Suburban,Chevrolet,6,3.5,8000,1,2,2,19
KABWX,65,M,Lawyer,Divorced,PhD,80000,Suburban,Mercedes,6,1.5,17000,1,2,0,19
SAHZS,35,F,Student,Divorced,PhD,125000,Rural,Honda,6,4,14000,2,4,0,36
ZROYG,53,M,Engineer,Divorced,None,130000,Rural,Mercedes,12,3,16000,0,1,1,11
YOZZL,41,F,Engineer,Widowed,None,135000,Suburban,Audi,10,3.5,10000,0,4,1,16
YXEAU,24,F,Teacher,Married,PhD,30000,Urban,Ford,13,3.5,14000,3,2,2,3
QGDEG,62,F,Student,Married,Master,25000,Rural,Toyota,7,1.5,13000,2,4,0,23
AEGMT,60,F,Teacher,Widowed,Master,115000,Rural,Ford,9,2,7000,1,1,2,1
WSOAU,28,M,Student,Widowed,Bachelor,55000,Suburban,Audi,4,1.5,14000,2,1,3,33
JTCPJ,56,M,Manager,Divorced,PhD,95000,Rural,Audi,5,1.5,9000,1,1,2,19
NMXAE,55,F,Manager,Single,Bachelor,55000,Rural,Honda,11,2.5,12000,0,1,2,7
KADGS,51,F,Retired,Single,Master,25000,Urban,Mercedes,12,1.5,18000,3,4,2,23
KNXCZ,33,M,Student,Single,PhD,20000,Rural,Toyota,2,3.5,16000,3,0,3,7
NTHDS,45,F,Manager,Married,Master,95000,Rural,Honda,12,4,18000,0,2,1,2
WSUON,64,F,Engineer,Divorced,Master,105000,Rural,Audi,5,3,13000,0,4,3,6
UWZKP,30,M,Doctor,Married,PhD,90000,Urban,Tesla,9,2.5,6000,1,0,3,18
DHFIJ,49,M,Architect,Widowed,Master,140000,Urban,Chevrolet,1,3,14000,1,0,3,4
KQDUI,66,M,Manager,Single,Bachelor,55000,Urban,Audi,2,3.5,10000,0,0,1,1
AETUX,69,M,Lawyer,Divorced,Master,105000,Suburban,Audi,2,3.5,17000,2,0,3,15
OVQIA,57,F,Engineer,Married,Bachelor,25000,Urban,Mercedes,7,3,9000,1,2,2,14
HRCXQ,25,F,Artist,Married,Master,35000,Rural,Toyota,1,2,15000,1,4,1,27
CAPPM,19,M,Retired,Married,PhD,45000,Urban,Honda,14,3.5,17000,0,1,0,39
DJNLJ,37,F,Retired,Single,PhD,70000,Rural,BMW,5,3.5,6000,2,2,2,5
ZCTCY,35,F,Retired,Married,None,25000,Suburban,Ford,12,3.5,6000,0,0,1,4
AVUQO,19,F,Retired,Single,None,95000,Suburban,Audi,4,4,14000,1,1,1,7
CXLDT,41,M,Lawyer,Single,PhD,40000,Rural,Nissan,14,4,13000,1,4,3,18
OHGOF,65,M,Doctor,Divorced,Bachelor,90000,Urban,Nissan,7,1.5,14000,2,3,2,19
PEXGJ,28,M,Artist,Widowed,None,100000,Rural,Mercedes,11,3.5,16000,2,4,0,39
HQZKJ,50,F,Student,Married,None,115000,Suburban,Toyota,2,4,11000,0,4,0,15
VIERT,66,F,Artist,Divorced,PhD,115000,Rural,BMW,10,4,19000,1,3,2,11
LROIZ,34,M,Architect,Divorced,PhD,85000,Rural,Toyota,3,4,9000,2,1,0,33
VVDFR,25,F,Doctor,Widowed,None,125000,Suburban,BMW,14,2.5,8000,0,4,0,6
LITIH,21,F,Engineer,Single,Bachelor,120000,Rural,Chevrolet,4,3,18000,2,4,2,37
QIORZ,53,F,Architect,Divorced,None,85000,Rural,Mercedes,11,2,9000,2,3,2,18
SPJFR,40,M,Artist,Widowed,None,95000,Urban,Nissan,9,2.5,6000,2,4,2,14
ZMTFK,34,F,Architect,Widowed,Master,145000,Rural,Chevrolet,1,2.5,14000,1,2,2,17
PZFCK,31,M,Student,Single,PhD,125000,Urban,Chevrolet,14,2,15000,3,4,2,1
KRBPD,45,F,Student,Married,PhD,140000,Rural,Ford,11,3,7000,2,0,0,35
GTOEO,42,M,Manager,Widowed,Master,25000,Suburban,Honda,12,1.5,7000,2,0,2,5
QAQFI,32,F,Engineer,Widowed,Master,135000,Rural,Chevrolet,11,2,15000,2,2,3,15
OYHKH,33,M,Student,Divorced,Master,85000,Rural,Chevrolet,5,3.5,5000,3,3,2,6
EQTVV,66,F,Doctor,Widowed,None,90000,Rural,Mercedes,1,3.5,17000,2,4,3,19
PPNYF,38,F,Architect,Married,PhD,95000,Suburban,Ford,3,2.5,15000,2,2,3,13
TMHFV,62,M,Manager,Married,PhD,120000,Rural,Ford,13,2.5,17000,3,0,2,18
DBOTL,47,M,Architect,Single,None,25000,Urban,Nissan,4,4,8000,2,4,1,23
OPXUY,57,F,Doctor,Married,Bachelor,125000,Suburban,BMW,13,2,13000,2,2,3,35
AHJPD,45,M,Student,Single,PhD,20000,Rural,Toyota,7,3.5,9000,2,2,3,9
QHFGF,22,M,Retired,Divorced,Bachelor,40000,Suburban,Tesla,12,3.5,17000,1,1,0,23
YHTXL,36,M,Doctor,Divorced,PhD,100000,Urban,Honda,6,3.5,17000,1,2,1,5
THRRH,48,M,Manager,Divorced,Bachelor,125000,Urban,Toyota,9,3.5,12000,3,4,0,37
KQPMI,43,M,Student,Married,PhD,145000,Urban,Toyota,7,1.5,15000,1,1,2,28
QDSBQ,43,F,Lawyer,Divorced,None,140000,Urban,Honda,10,2.5,9000,0,2,0,10
IVORR,52,F,Student,Married,None,35000,Rural,Chevrolet,7,2.5,12000,0,4,0,36
YYSBB,58,F,Manager,Married,None,25000,Suburban,Mercedes,7,3.5,17000,1,2,0,14
UPSDB,56,M,Artist,Widowed,None,90000,Suburban,Ford,5,3,13000,2,2,3,26
NVSUI,35,F,Architect,Married,None,100000,Urban,Chevrolet,2,3.5,6000,2,1,2,11
EANWO,61,F,Artist,Divorced,PhD,35000,Rural,Honda,4,1.5,11000,3,2,2,28
WBINA,20,M,Manager,Widowed,Bachelor,55000,Urban,Ford,1,4,8000,2,1,2,20
UDOUJ,39,M,Artist,Married,PhD,80000,Suburban,Nissan,6,2,15000,3,4,2,6
QJUBW,23,F,Teacher,Married,PhD,25000,Urban,Honda,3,1.5,16000,3,1,1,25
KMBVK,48,F,Architect,Divorced,Master,75000,Rural,Mercedes,2,3.5,19000,0,2,1,20
ZRFGW,48,M,Teacher,Single,PhD,100000,Urban,Chevrolet,5,1.5,9000,1,3,1,9
DOLPV,39,F,Engineer,Widowed,PhD,50000,Suburban,Honda,13,3.5,18000,0,1,0,2
VKJNF,21,F,Doctor,Widowed,PhD,30000,Suburban,Mercedes,5,2,17000,2,2,1,4
UCAWX,63,F,Lawyer,Widowed,PhD,135000,Suburban,Tesla,1,3,8000,2,2,3,33
WAUCG,25,M,Lawyer,Married,PhD,80000,Suburban,Tesla,4,4,19000,3,3,2,25
BTMOA,30,M,Teacher,Widowed,Bachelor,25000,Urban,Mercedes,11,1.5,7000,3,0,2,21
HAOQY,54,F,Student,Widowed,Master,125000,Suburban,Toyota,14,2.5,13000,1,4,3,7
JRQKY,58,F,Retired,Single,Master,105000,Rural,BMW,11,4,13000,1,0,2,33
ETEYQ,22,M,Engineer,Married,None,45000,Rural,BMW,2,1.5,13000,0,1,3,17
VFFLM,66,M,Doctor,Single,PhD,70000,Rural,Nissan,12,2,16000,2,4,3,31
WQGSG,33,F,Teacher,Married,Bachelor,80000,Urban,Ford,4,2.5,10000,1,3,0,14
HPHXP,28,M,Lawyer,Widowed,None,65000,Urban,Audi,11,2,16000,2,0,3,20
JBFNV,22,M,Retired,Divorced,None,60000,Urban,Audi,13,4,10000,1,2,0,29
YTHFT,66,F,Artist,Divorced,PhD,135000,Rural,Tesla,12,2.5,14000,3,4,1,31
PTAXT,19,F,Artist,Single,Bachelor,35000,Rural,Tesla,3,3,14000,3,3,0,30
WUCBC,45,M,Manager,Single,PhD,115000,Urban,BMW,12,2.5,17000,0,1,1,34
ZCJJY,58,F,Artist,Widowed,Bachelor,55000,Rural,Audi,11,1.5,16000,3,3,0,25
WXQXC,54,F,Lawyer,Widowed,Bachelor,105000,Rural,Ford,12,3.5,7000,1,2,3,3
RRAIG,22,F,Student,Single,Master,95000,Rural,BMW,5,3.5,6000,3,4,3,37
GUYET,67,F,Student,Married,PhD,30000,Suburban,Toyota,13,1.5,9000,1,2,0,27
WQPJX,56,M,Architect,Divorced,PhD,85000,Urban,Honda,14,2,15000,1,4,3,36
DUDKE,33,M,Artist,Married,Master,90000,Rural,Ford,11,2,17000,1,0,2,6
JUXLQ,36,F,Doctor,Single,None,70000,Suburban,Honda,2,3.5,19000,0,4,1,39
EMBJY,19,M,Artist,Single,Master,105000,Rural,Chevrolet,5,3,15000,0,0,3,25
MIKWF,50,F,Engineer,Divorced,PhD,40000,Urban,Chevrolet,11,1.5,15000,1,0,0,4
ZLOZQ,27,F,Student,Widowed,PhD,140000,Rural,Chevrolet,12,2.5,9000,3,0,3,31
OPSAB,60,F,Lawyer,Widowed,Master,60000,Rural,Audi,2,3.5,13000,1,4,2,26
FDXKZ,42,F,Architect,Divorced,Bachelor,70000,Urban,Audi,1,3.5,12000,3,0,0,34
DLQJT,23,M,Doctor,Widowed,Master,110000,Rural,Audi,2,2.5,11000,1,0,2,34
KNOES,62,M,Student,Married,PhD,120000,Rural,Chevrolet,1,3,10000,0,1,2,5
HMAAN,60,F,Manager,Single,Master,70000,Rural,Audi,12,2.5,16000,0,1,2,30
RXCUZ,60,M,Doctor,Widowed,None,145000,Rural,Ford,7,4,16000,2,0,0,21
VTILD,64,F,Lawyer,Divorced,None,95000,Suburban,Nissan,4,4,15000,0,4,3,20
LVXEI,28,F,Engineer,Single,Master,105000,Suburban,Ford,1,2,16000,1,3,2,11
VLEVL,37,F,Engineer,Married,None,25000,Suburban,Tesla,8,2,18000,1,3,0,31
AYTJE,69,F,Manager,Divorced,None,90000,Urban,Toyota,12,2.5,9000,3,2,1,16
HGLCO,58,M,Retired,Single,None,55000,Rural,Nissan,3,2.5,7000,0,0,1,15
RUEPC,61,M,Teacher,Married,None,45000,Suburban,Nissan,6,2.5,11000,1,4,1,17
AMSZF,63,M,Doctor,Single,Bachelor,100000,Urban,Tesla,14,3.5,19000,1,2,1,35
GUINZ,20,M,Architect,Married,None,20000,Urban,Audi,5,4,9000,1,2,3,38
UHZXB,18,F,Retired,Married,None,145000,Urban,Chevrolet,10,4,19000,0,3,0,12
OPTEZ,53,M,Manager,Divorced,Bachelor,100000,Rural,Chevrolet,14,2.5,7000,0,1,0,9
BRCQP,68,F,Artist,Divorced,PhD,55000,Rural,Nissan,11,1.5,10000,0,4,0,32
GTAHD,31,M,Student,Widowed,Master,125000,Suburban,BMW,5,2,12000,2,3,0,13
LATSL,36,F,Retired,Widowed,PhD,40000,Urban,Tesla,4,1.5,10000,0,4,3,19
VKUZK,44,M,Manager,Married,Bachelor,110000,Urban,Toyota,10,1.5,5000,2,1,2,2
KCDAV,65,M,Architect,Married,PhD,130000,Suburban,Nissan,12,1.5,12000,1,1,1,38
PCAOP,21,F,Student,Single,Bachelor,145000,Suburban,Mercedes,3,2,14000,2,3,1,14
ZNLQG,37,M,Retired,Married,PhD,40000,Urban,Chevrolet,14,4,12000,2,2,2,30
UGZLP,46,F,Artist,Single,Bachelor,20000,Urban,Nissan,2,1.5,13000,1,0,3,35
AGXKW,63,F,Lawyer,Single,None,45000,Urban,Nissan,6,1.5,14000,1,3,3,6
CQAMY,26,M,Manager,Married,Master,90000,Suburban,Ford,14,3.5,13000,3,1,2,37
BXFCN,61,M,Manager,Married,PhD,55000,Rural,Audi,2,2,8000,1,0,2,14
HYJGU,44,M,Retired,Widowed,None,145000,Rural,Mercedes,6,2.5,15000,0,0,1,36
PZGJZ,19,F,Teacher,Divorced,PhD,100000,Rural,BMW,9,4,11000,0,1,1,2
PTGRZ,30,M,Engineer,Divorced,None,110000,Rural,Audi,10,3,6000,0,2,2,5
AVUEE,38,M,Manager,Divorced,PhD,55000,Suburban,Nissan,4,3,18000,0,1,3,12
ETRSR,18,M,Doctor,Widowed,Bachelor,90000,Rural,Tesla,5,2.5,16000,2,3,0,18
TGNNF,33,F,Architect,Divorced,None,120000,Rural,Audi,7,3,16000,2,1,2,8
FVTYY,62,M,Manager,Widowed,None,20000,Rural,Tesla,4,2.5,7000,2,2,0,37
ZXLPB,50,F,Retired,Widowed,PhD,75000,Rural,Nissan,14,3.5,15000,2,4,3,29
SRSUN,26,M,Artist,Widowed,Bachelor,40000,Rural,Honda,2,3,11000,3,2,2,2
LGVTF,20,M,Teacher,Widowed,None,20000,Urban,Chevrolet,4,2.5,19000,3,1,3,11
GNUST,33,M,Architect,Single,None,110000,Urban,Tesla,9,3.5,10000,2,2,0,34
JVCIL,27,F,Doctor,Widowed,None,65000,Urban,Nissan,12,1.5,10000,0,0,2,18
YHVHE,33,F,Architect,Single,PhD,35000,Rural,Toyota,8,2.5,8000,3,1,2,37
XSWPV,40,M,Engineer,Married,Bachelor,45000,Urban,Toyota,11,1.5,9000,3,3,3,28
ZAWBQ,30,F,Teacher,Divorced,Bachelor,65000,Rural,Tesla,4,2.5,14000,2,1,2,22
ESSMY,53,F,Artist,Single,Bachelor,45000,Urban,Audi,14,2,5000,3,0,2,25
KHCGX,41,M,Engineer,Widowed,Master,45000,Rural,BMW,5,1.5,7000,0,2,3,13
EIIQH,27,M,Retired,Widowed,PhD,70000,Urban,Honda,7,4,13000,3,1,1,7
QYHLC,36,M,Retired,Divorced,Bachelor,85000,Urban,Chevrolet,6,2.5,18000,2,3,0,8
XTYWR,46,M,Artist,Married,None,145000,Suburban,Audi,6,3,5000,0,2,1,5
ASCRQ,29,M,Teacher,Divorced,PhD,145000,Rural,BMW,2,3.5,17000,1,3,2,27
XWVRN,56,M,Manager,Divorced,Master,130000,Urban,Audi,12,3,7000,1,4,1,38
ZZCTB,67,F,Student,Married,Bachelor,50000,Suburban,Honda,3,1.5,7000,1,3,0,15
LFLWR,47,F,Engineer,Widowed,Bachelor,90000,Suburban,Toyota,1,3.5,15000,1,4,1,35
JMMHI,27,F,Student,Divorced,PhD,90000,Suburban,Toyota,3,4,7000,0,3,3,16
UYLDA,30,F,Artist,Divorced,PhD,110000,Urban,Chevrolet,4,2.5,16000,0,0,3,12
KZUAR,37,F,Student,Widowed,Master,30000,Urban,Audi,14,3.5,11000,2,4,0,35
FUZBK,20,F,Student,Married,PhD,90000,Rural,Toyota,2,3,11000,3,4,2,30
PUPGI,23,F,Architect,Divorced,Master,55000,Rural,Honda,2,1.5,14000,0,0,3,15
SKIDO,65,F,Architect,Divorced,None,90000,Suburban,Nissan,10,2.5,19000,3,3,3,12
RZXVE,46,F,Teacher,Single,PhD,85000,Urban,Tesla,14,2.5,17000,1,2,2,37
DBLDZ,54,M,Retired,Divorced,Bachelor,100000,Urban,Mercedes,6,2,8000,3,0,0,22
BAVEU,41,M,Manager,Divorced,Bachelor,20000,Suburban,Toyota,4,3,14000,0,2,0,29
MDMBN,42,F,Artist,Married,Master,100000,Rural,Mercedes,5,2,7000,1,0,1,34
JELGW,53,F,Engineer,Divorced,Master,65000,Urban,Ford,2,2.5,17000,3,4,0,5
IXLIK,18,F,Engineer,Married,PhD,25000,Suburban,Toyota,13,2.5,16000,3,3,3,38
FEZBH,41,M,Engineer,Divorced,None,75000,Suburban,Nissan,14,4,10000,1,2,3,2
WFUUV,61,F,Engineer,Single,Bachelor,85000,Urban,Toyota,2,2,19000,1,3,0,5
MWACL,69,M,Teacher,Divorced,Bachelor,70000,Suburban,Tesla,9,2.5,13000,3,0,0,9
EXLWV,50,F,Architect,Widowed,Bachelor,105000,Urban,Toyota,6,1.5,13000,3,3,1,35
CCPAT,57,M,Manager,Widowed,Master,125000,Urban,Ford,1,2,5000,0,3,3,34
OZEFZ,31,M,Teacher,Divorced,None,45000,Rural,Honda,5,1.5,15000,0,3,3,30
AKRFO,21,M,Engineer,Divorced,Bachelor,65000,Rural,Mercedes,12,4,18000,1,1,0,6
JVIBF,20,M,Manager,Single,Master,75000,Rural,Nissan,2,1.5,17000,3,1,3,34
IAIFV,65,F,Engineer,Divorced,PhD,65000,Urban,Tesla,4,2,13000,3,2,0,7
PLCKU,52,M,Retired,Single,Master,30000,Urban,Toyota,8,2,10000,3,0,3,13
OHENC,58,F,Doctor,Divorced,None,85000,Suburban,BMW,2,3,5000,3,3,2,33
XEXEX,40,M,Artist,Single,None,115000,Rural,Tesla,5,4,6000,2,2,0,4
GAHMF,62,F,Engineer,Divorced,Bachelor,20000,Suburban,Chevrolet,11,4,16000,2,3,2,15
JWGHN,26,M,Lawyer,Married,PhD,20000,Rural,Mercedes,1,3,19000,0,1,1,31
IJSAK,56,F,Artist,Married,Bachelor,140000,Rural,BMW,9,1.5,10000,0,1,0,9
SFVYK,51,F,Artist,Divorced,PhD,120000,Rural,Audi,14,2,6000,1,1,0,8
LLSXB,28,M,Lawyer,Divorced,PhD,85000,Rural,BMW,8,3,18000,0,2,3,4
OABZE,50,M,Artist,Widowed,PhD,90000,Rural,Audi,8,3,17000,2,1,1,29
CEZKI,57,F,Manager,Married,None,90000,Suburban,BMW,2,2.5,13000,0,0,2,16
OLPLT,41,F,Retired,Married,PhD,90000,Suburban,Tesla,4,3,10000,3,4,1,17
VEJNZ,22,F,Teacher,Divorced,Bachelor,30000,Suburban,Nissan,9,3,13000,0,1,2,25
BVFUS,38,M,Engineer,Single,Bachelor,140000,Urban,Nissan,14,3,5000,0,1,1,14
XDDNM,29,M,Manager,Single,Master,120000,Rural,Honda,9,3.5,15000,1,2,0,4
UIJUB,45,F,Manager,Divorced,PhD,105000,Suburban,Ford,10,2,15000,3,2,3,26
BMXEU,65,F,Doctor,Divorced,None,55000,Rural,Honda,3,3.5,18000,3,2,2,2
JIWHZ,60,M,Doctor,Divorced,Master,105000,Rural,Nissan,3,2,14000,0,2,2,23
UYHSX,41,M,Architect,Single,Bachelor,25000,Rural,Chevrolet,9,3.5,17000,0,3,3,17
GNQXW,26,M,Artist,Divorced,None,130000,Suburban,Honda,8,4,13000,2,1,0,33
AJIIU,52,F,Teacher,Single,Master,80000,Suburban,Tesla,11,2.5,7000,3,2,0,12
EDNQW,61,F,Engineer,Divorced,PhD,130000,Suburban,Chevrolet,5,3.5,6000,1,4,1,11
HINEH,67,M,Student,Widowed,Master,50000,Rural,Toyota,13,3.5,10000,3,4,2,30
PAUOP,25,F,Lawyer,Married,PhD,55000,Rural,Mercedes,8,1.5,18000,0,1,3,13
LMOVE,36,F,Manager,Divorced,Master,90000,Suburban,Nissan,13,2,6000,2,2,1,36
SPVDF,34,M,Artist,Single,Master,120000,Suburban,Nissan,6,2.5,19000,2,0,3,16
JZNSH,59,M,Artist,Divorced,Master,70000,Urban,Nissan,4,3,13000,2,1,3,3
QZVJH,55,F,Architect,Single,PhD,50000,Urban,Nissan,4,3,11000,3,3,2,5
FHVUD,69,F,Student,Married,None,25000,Urban,Honda,8,2.5,17000,3,3,2,31
USWLK,57,M,Engineer,Widowed,None,100000,Urban,Mercedes,14,3,14000,0,0,1,14
CFSDG,41,F,Architect,Widowed,Bachelor,105000,Urban,BMW,12,2.5,10000,0,2,2,14
LLAXL,61,M,Engineer,Divorced,PhD,135000,Urban,Tesla,8,3.5,10000,0,0,3,22
VQZAX,50,M,Retired,Single,PhD,140000,Suburban,BMW,2,2,17000,2,2,3,31
OTGSW,18,F,Retired,Married,Bachelor,20000,Urban,Mercedes,4,3,17000,2,3,1,25
EFGXK,39,M,Student,Widowed,Master,90000,Rural,Nissan,13,3,13000,0,1,3,7
YLYKO,63,M,Lawyer,Single,PhD,130000,Urban,Mercedes,11,1.5,19000,2,2,3,20
CDAAF,49,M,Teacher,Married,PhD,80000,Suburban,Ford,6,4,16000,3,4,2,36
NCIXL,46,F,Retired,Widowed,Bachelor,95000,Urban,BMW,1,3.5,19000,0,2,2,39
MNENL,61,F,Engineer,Widowed,PhD,70000,Urban,Audi,9,4,12000,0,4,3,3
GOCUR,60,F,Manager,Widowed,PhD,95000,Urban,BMW,10,3,12000,0,3,0,5
FXVVD,49,F,Artist,Single,Master,85000,Urban,Mercedes,7,2.5,5000,2,4,1,4
WINEX,20,M,Lawyer,Single,PhD,85000,Urban,Tesla,9,1.5,6000,3,2,0,12
XQURU,36,M,Student,Married,Bachelor,120000,Urban,Audi,4,1.5,7000,0,3,0,34
PNGWQ,51,M,Artist,Married,Master,75000,Suburban,Nissan,8,4,7000,1,2,1,14
OQFPN,44,M,Lawyer,Divorced,Master,85000,Urban,Chevrolet,4,3,16000,3,1,0,3
EJHME,43,M,Artist,Single,Master,120000,Suburban,Audi,3,3.5,13000,3,0,1,9
XHOLK,40,F,Retired,Widowed,None,145000,Urban,Toyota,9,1.5,9000,3,0,3,15
QFLWQ,53,M,Retired,Single,PhD,20000,Urban,Audi,14,3,7000,2,1,0,33
UGRVM,59,M,Lawyer,Widowed,PhD,145000,Rural,Toyota,5,4,16000,3,1,3,3
VBQEP,31,M,Student,Single,None,35000,Urban,BMW,1,2,7000,3,3,1,28
IIENO,51,F,Architect,Widowed,None,45000,Urban,Nissan,9,4,5000,3,0,0,27
WORKM,56,F,Doctor,Single,PhD,125000,Rural,Tesla,2,3.5,19000,3,4,1,31
JERYX,37,F,Student,Widowed,PhD,130000,Suburban,Nissan,9,4,8000,0,0,1,30
OPJLL,56,F,Manager,Married,None,60000,Rural,Chevrolet,12,3,9000,0,1,1,10
QEHZX,54,M,Doctor,Single,PhD,20000,Suburban,BMW,11,2.5,5000,2,3,2,7
DXILD,53,F,Artist,Married,Bachelor,130000,Rural,Nissan,14,3.5,15000,0,1,3,26
SCSVX,34,F,Artist,Divorced,None,120000,Rural,Audi,7,2,18000,1,3,1,7
FQXJF,57,M,Artist,Single,Bachelor,145000,Rural,Tesla,3,2.5,10000,2,4,2,14
ONHBA,24,M,Doctor,Married,Master,90000,Urban,Chevrolet,14,3.5,13000,3,2,2,16
UIIAF,26,M,Retired,Single,Master,135000,Rural,Honda,12,2.5,11000,2,4,1,5
KPWTL,27,F,Engineer,Single,Bachelor,40000,Suburban,Toyota,14,1.5,6000,3,3,1,34
RXTMR,68,F,Manager,Widowed,Master,55000,Urban,Mercedes,12,2,5000,1,2,1,15
GWMLF,53,F,Engineer,Widowed,None,35000,Rural,Nissan,11,2.5,19000,2,2,0,6
HKYBP,22,M,Doctor,Married,PhD,90000,Rural,Audi,6,4,11000,2,3,0,39
AIMHM,46,F,Manager,Single,None,70000,Suburban,Honda,5,2,15000,1,2,1,20
CRAQS,45,F,Manager,Widowed,Master,60000,Suburban,Nissan,6,1.5,12000,2,2,1,8
CANFJ,45,F,Doctor,Single,None,100000,Suburban,Chevrolet,1,1.5,18000,2,1,3,28
ZVWPA,38,F,Doctor,Single,None,130000,Suburban,Audi,2,4,6000,0,2,0,22
ECZAX,49,M,Student,Married,None,85000,Rural,Honda,9,2.5,6000,3,4,3,17
OZZGN,54,F,Architect,Married,Bachelor,110000,Suburban,Toyota,14,3.5,9000,2,1,3,2
TTLRF,24,F,Lawyer,Single,Master,140000,Suburban,Nissan,4,3,12000,0,0,2,13
QIEON,28,M,Doctor,Single,Master,35000,Suburban,Honda,7,1.5,15000,3,1,2,3
PRDQN,38,M,Retired,Divorced,PhD,40000,Rural,Honda,4,2,5000,1,4,2,39
HCBZU,22,M,Manager,Married,Master,55000,Urban,Honda,1,4,16000,1,1,3,38
BULIL,49,F,Retired,Married,None,105000,Urban,Honda,4,2,13000,0,2,0,16
AXMUV,53,M,Architect,Divorced,Bachelor,90000,Urban,Nissan,14,2.5,9000,0,2,0,23
ZROKH,66,M,Architect,Married,PhD,75000,Suburban,Mercedes,5,2,16000,1,3,2,8
UJUYF,55,M,Teacher,Single,Bachelor,135000,Suburban,Honda,6,3,17000,2,4,2,14
QTCYK,54,M,Doctor,Divorced,PhD,20000,Urban,Honda,13,2,19000,0,4,0,37
CSGGR,56,M,Lawyer,Single,Master,65000,Rural,Ford,6,3,10000,0,1,2,26
FFHPN,54,M,Doctor,Widowed,None,25000,Suburban,Nissan,4,3.5,17000,2,0,0,24
FHQGK,35,F,Engineer,Widowed,PhD,50000,Urban,BMW,10,2.5,11000,2,2,1,24
UKAFL,33,F,Engineer,Single,Master,125000,Suburban,Audi,12,2,17000,3,2,0,31
IIYAR,60,M,Student,Married,PhD,100000,Suburban,Nissan,1,2.5,19000,2,1,1,38
GZAJB,44,F,Student,Single,Bachelor,65000,Urban,Toyota,8,3.5,11000,2,0,3,39
EZJMQ,52,M,Engineer,Divorced,Bachelor,45000,Rural,Audi,5,2.5,6000,1,3,3,14
SMMHH,58,M,Teacher,Single,Master,125000,Suburban,Ford,4,2,15000,0,0,1,13
QVEAP,25,M,Doctor,Widowed,PhD,125000,Rural,BMW,7,2,7000,1,3,3,2
CRBYN,63,F,Manager,Married,Bachelor,85000,Urban,Mercedes,9,4,8000,0,4,3,2
GOBGN,48,F,Student,Divorced,Bachelor,35000,Suburban,Tesla,2,2,19000,3,0,0,1
KCYTO,50,M,Teacher,Single,Bachelor,35000,Urban,Ford,8,3.5,6000,1,2,1,10
PANAL,61,F,Artist,Widowed,Master,80000,Rural,BMW,8,3,13000,0,4,3,19
JFPOI,66,F,Teacher,Single,None,40000,Rural,Mercedes,12,3,10000,3,2,3,9
SKVTK,57,F,Engineer,Married,PhD,55000,Suburban,Tesla,1,1.5,17000,3,4,1,30
LHHQY,45,M,Engineer,Widowed,Bachelor,135000,Rural,Honda,11,2,5000,1,1,0,34
FFWQG,22,M,Retired,Married,None,135000,Urban,Audi,3,3,11000,1,1,0,26
ADZIU,47,M,Artist,Divorced,Master,90000,Urban,Toyota,8,2.5,16000,1,1,0,15
TKVZL,59,F,Doctor,Widowed,PhD,20000,Urban,Nissan,7,2.5,13000,3,4,0,15
UCNAL,51,M,Lawyer,Divorced,PhD,115000,Urban,Honda,10,3.5,14000,3,3,2,25
FGMLG,22,F,Artist,Widowed,Master,70000,Rural,Toyota,9,2.5,6000,1,1,2,37
QVNZP,53,M,Artist,Divorced,Bachelor,110000,Suburban,Mercedes,14,3.5,11000,1,1,3,11
